cds14,ag_year,ag_cohort,ag_met_uccsu_count,ag_met_uccsu_rate
28662412831758,2019-20,56,18,34.0
28662660101964,2019-20,62,13,25.0
28662660121087,2019-20,367,209,59.7
28662662830016,2019-20,387,218,58.6
28662662830115,2019-20,97,61,65.6
28662662830149,2019-20,122,0,0.0
28662662835601,2019-20,449,209,49.8
28662902837102,2019-20,112,50,48.1
29102980114314,2019-20,21,0,0.0
29102980126219,2019-20,86,0,0.0
29102980130823,2019-20,51,0,0.0
29102982930147,2019-20,230,0,0.0
29663570112367,2019-20,32,30,100.0
29663570124834,2019-20,30,28,100.0
29663572930030,2019-20,57,7,15.6
29663572930048,2019-20,128,46,38.3
29663572930071,2019-20,83,0,0.0
29663572930089,2019-20,19,0,0.0
29663572935500,2019-20,341,126,40.4
30103060126037,2019-20,106,60,58.3
30103060132910,2019-20,45,0,0.0
30103060133959,2019-20,25,20,87.0
30103060133983,2019-20,92,86,100.0
30103060134239,2019-20,44,1,5.0
30103060134841,2019-20,81,0,0.0
30103060138800,2019-20,12,0,0.0
30103063030426,2019-20,120,0,0.0
30103063030632,2019-20,104,3,3.4
30103063030764,2019-20,880,0,0.0
30103066069553,2019-20,39,0,0.0
30664313030038,2019-20,657,498,77.7
30664313030228,2019-20,750,318,45.3
30664313030384,2019-20,75,1,3.3
30664313030616,2019-20,186,174,95.1
30664313032786,2019-20,300,0,0.0
30664313033057,2019-20,640,367,59.0
30664313033115,2019-20,564,298,55.1
30664313033784,2019-20,468,234,54.0
30664313034204,2019-20,339,122,39.4
30664313036712,2019-20,413,178,45.9
30664313038239,2019-20,486,201,42.4
30664316066815,2019-20,18,0,0.0
30664493030624,2019-20,36,0,0.0
30664493030640,2019-20,410,213,54.5
30664640106765,2019-20,751,144,29.6
30664640113381,2019-20,581,377,66.0
30664640124131,2019-20,48,24,53.3
30664643030210,2019-20,528,287,56.8
30664643030574,2019-20,756,480,64.8
30664643030756,2019-20,623,416,69.9
30664643035987,2019-20,99,0,0.0
30664643036001,2019-20,686,425,65.1
30664643038569,2019-20,613,350,59.7
30664646120356,2019-20,69,11,64.7
30665143030335,2019-20,227,3,15.8
30665143030855,2019-20,411,171,43.8
30665143032505,2019-20,488,233,49.3
30665143033362,2019-20,530,286,55.4
30665143033610,2019-20,207,0,0.0
30665143037090,2019-20,404,216,56.4
30665143037348,2019-20,534,368,70.0
30665143037496,2019-20,630,449,73.5
30665223030103,2019-20,96,0,0.0
30665223030434,2019-20,461,281,63.4
30665223032752,2019-20,538,304,59.1
30665223033578,2019-20,544,389,76.9
30665223033933,2019-20,414,209,54.9
30665223035581,2019-20,374,248,68.9
30665223035706,2019-20,421,218,56.5
30665223036555,2019-20,454,268,61.2
30665483030145,2019-20,286,127,47.7
30665483030368,2019-20,86,5,7.2
30665483031895,2019-20,506,228,47.3
30665483032158,2019-20,867,504,61.3
30665483032943,2019-20,707,411,59.4
30665483034410,2019-20,558,289,54.0
30665483038445,2019-20,720,358,53.6
30665483038551,2019-20,213,1,0.6
30665553033206,2019-20,256,199,79.0
30665970111666,2019-20,50,38,77.6
30665973030186,2019-20,51,5,12.2
30665973031697,2019-20,438,327,82.0
30665973031853,2019-20,282,147,55.7
30665973032000,2019-20,279,132,53.7
30665973034907,2019-20,98,0,0.0
30665973035045,2019-20,533,324,66.5
30666210118174,2019-20,27,4,16.0
30666213030046,2019-20,512,257,53.8
30666213031952,2019-20,497,268,56.2
30666213035409,2019-20,416,112,28.6
30666213035748,2019-20,105,0,0.0
30666213038098,2019-20,535,273,53.2
30666470119404,2019-20,442,281,64.4
30666473030053,2019-20,386,179,48.6
30666473030483,2019-20,53,10,20.4
30666473031929,2019-20,445,254,58.1
30666473031945,2019-20,102,0,0.0
30666473038023,2019-20,626,286,47.4
30666476119556,2019-20,32,15,51.7
30666700106567,2019-20,106,64,65.3
30666700108365,2019-20,618,310,50.6
30666700114736,2019-20,546,308,56.7
30666703030475,2019-20,253,1,0.5
30666703030491,2019-20,301,78,28.7
30666703030608,2019-20,81,78,97.5
30666703030723,2019-20,417,372,90.3
30666703034998,2019-20,230,0,0.0
30666703035821,2019-20,304,99,34.7
30666703036357,2019-20,670,229,37.7
30666703036456,2019-20,488,214,49.2
30666706115133,2019-20,15,1,12.5
30736353030061,2019-20,578,272,49.4
30736353030079,2019-20,110,0,0.0
30736353030244,2019-20,364,164,45.4
30736353030392,2019-20,685,301,46.5
30736353030509,2019-20,34,2,8.3
30736353034956,2019-20,493,239,51.2
30736430102871,2019-20,679,507,77.6
30736433030590,2019-20,49,12,30.0
30736433032109,2019-20,615,386,64.4
30736433032919,2019-20,114,0,0.0
30736433037553,2019-20,488,290,62.6
30736500133405,2019-20,441,316,76.9
30736503030129,2019-20,73,0,0.0
30736503030152,2019-20,484,298,64.2
30736503030285,2019-20,593,429,76.3
30736503030657,2019-20,515,385,76.4
30736503035102,2019-20,559,408,76.7
30739243033917,2019-20,756,542,73.6
30768930130765,2019-20,26,25,100.0
31103140126904,2019-20,70,0,0.0
31103143130259,2019-20,18,0,0.0
31668940102293,2019-20,51,22,44.0
31668940138081,2019-20,48,5,13.2
31668943131687,2019-20,40,0,0.0
31668943131851,2019-20,133,84,63.6
31668943132453,2019-20,371,246,67.6
31668943135704,2019-20,310,152,51.0
31669280116459,2019-20,413,274,69.9
31669280121418,2019-20,62,40,69.0
31669283130119,2019-20,110,5,10.4
31669283130176,2019-20,497,301,64.2
31669283130184,2019-20,485,357,77.3
31669283130309,2019-20,82,0,0.0
31669283135308,2019-20,450,301,70.2
31669283136504,2019-20,497,263,58.7
31669443130010,2019-20,105,66,65.3
31669443130077,2019-20,37,0,0.0
31669443138500,2019-20,162,99,66.0
31669510139246,2019-20,17,4,26.7
31669513130036,2019-20,33,0,0.0
31669513130168,2019-20,292,38,16.4
31669513134657,2019-20,453,418,93.9
31750850108084,2019-20,439,325,75.4
31750850119487,2019-20,127,122,98.4
31750850128561,2019-20,45,0,0.0
31750853130150,2019-20,525,358,70.8
31750853130200,2019-20,71,1,1.6
32669693230083,2019-20,31,0,0.0
32669693232006,2019-20,21,4,19.0
32669693233509,2019-20,15,1,8.3
32669693235603,2019-20,40,8,21.6
32669693236007,2019-20,43,10,25.0
33103300110833,2019-20,195,64,36.2
33103300125237,2019-20,42,7,20.6
33103300128397,2019-20,259,0,0.0
33103300128777,2019-20,65,0,0.0
33103300134320,2019-20,12,0,0.0
33103300137836,2019-20,26,0,0.0
33103300137869,2019-20,17,1,5.9
33103300138602,2019-20,62,11,19.3
33103303330123,2019-20,130,0,0.0
33103303331055,2019-20,79,0,0.0
33103306069207,2019-20,36,0,0.0
33316253330834,2019-20,31,0,0.0
33669770125732,2019-20,390,222,58.3
33669770135061,2019-20,95,0,0.0
33669773330008,2019-20,368,144,42.0
33669773334299,2019-20,457,183,43.5
33669773337128,2019-20,126,0,0.0
33669853330214,2019-20,216,68,37.0
33669853330222,2019-20,29,0,0.0
33669853330974,2019-20,82,0,0.0
33669930129882,2019-20,30,2,8.0
33669933330479,2019-20,618,337,56.0
33669933330842,2019-20,105,1,1.0
33670330110106,2019-20,73,0,0.0
33670330110627,2019-20,1024,646,65.7
33670330110759,2019-20,187,146,85.4
33670333330131,2019-20,101,0,0.0
33670333330446,2019-20,764,457,62.9
33670333330586,2019-20,235,1,0.5
33670333330701,2019-20,882,612,71.2
33670333331600,2019-20,583,247,45.0
33670333334232,2019-20,444,211,48.5
33670580114504,2019-20,169,0,0.0
33670580118885,2019-20,471,303,66.9
33670583330388,2019-20,450,316,71.3
33670583330669,2019-20,589,359,63.1
33670583330909,2019-20,64,23,41.8
33670583331113,2019-20,144,0,0.0
33670583333192,2019-20,417,216,56.3
33670820106716,2019-20,73,39,57.4
33670820113159,2019-20,326,203,66.3
33670820120675,2019-20,58,56,96.6
33670820132167,2019-20,12,0,0.0
33670823330065,2019-20,287,0,0.0
33670823330503,2019-20,75,22,34.4
33670823330537,2019-20,365,210,62.7
33670823332673,2019-20,550,293,56.9
33670900114157,2019-20,535,244,48.2
33670903330412,2019-20,396,139,36.7
33670903334687,2019-20,191,0,0.0
33670903337136,2019-20,331,131,44.4
33671160109843,2019-20,109,1,0.9
33671240128868,2019-20,71,2,3.5
33671243330396,2019-20,472,238,53.7
33671243330438,2019-20,531,246,49.2
33671243330800,2019-20,101,0,0.0
33671243331071,2019-20,389,165,46.5
33671243333762,2019-20,143,0,0.0
33671243333770,2019-20,484,206,44.9
33671573331014,2019-20,141,3,2.1
33671730127316,2019-20,394,186,49.2
33671730133090,2019-20,52,4,8.9
33671733330578,2019-20,418,198,53.8
33671733330818,2019-20,355,111,35.6
33671733331121,2019-20,192,1,0.7
33671733335130,2019-20,383,192,51.5
33671810138610,2019-20,61,4,13.8
33671813331139,2019-20,80,0,0.0
33671813335759,2019-20,167,50,33.1
33672070101170,2019-20,114,114,100.0
33672070113191,2019-20,632,278,45.6
33672070134981,2019-20,25,0,0.0
33672070137620,2019-20,20,0,0.0
33672073330172,2019-20,290,0,0.0
33672073330727,2019-20,662,308,47.8
33672073335973,2019-20,423,49,12.9
33672150115709,2019-20,18,9,52.9
33672150131359,2019-20,49,47,95.9
33672150132498,2019-20,98,55,62.5
33672153330024,2019-20,413,240,59.3
33672153330362,2019-20,178,3,1.9
33672153330677,2019-20,95,1,1.5
33672153330859,2019-20,675,419,63.8
33672153334406,2019-20,515,254,51.2
33672153336237,2019-20,599,342,59.1
33672153336492,2019-20,462,229,50.9
33672153336955,2019-20,135,4,3.2
33672493331006,2019-20,70,3,5.5
33672493337649,2019-20,176,4,2.6
33672493337656,2019-20,537,283,56.6
33672496114748,2019-20,69,44,64.7
33736760100255,2019-20,479,185,47.8
33736760121673,2019-20,46,41,93.2
33736763330032,2019-20,61,0,0.0
33736763330354,2019-20,79,44,65.7
33736763330990,2019-20,676,223,39.1
33751760107920,2019-20,380,146,41.6
33751760116343,2019-20,62,0,0.0
33751763330115,2019-20,187,0,0.0
33751763330487,2019-20,463,282,63.5
33751763332350,2019-20,445,171,41.2
33751920105734,2019-20,745,608,83.6
33751923330370,2019-20,683,482,73.8
33751923330495,2019-20,108,0,0.0
33751923330636,2019-20,120,35,40.7
33751923330743,2019-20,667,492,76.4
33751923330917,2019-20,76,68,98.6
33752000100420,2019-20,822,584,72.6
33752000102079,2019-20,112,7,7.7
33752000118794,2019-20,575,355,63.3
33752003330529,2019-20,557,359,65.8
33752420109108,2019-20,396,268,72.2
33752420123190,2019-20,17,11,64.7
33752420133306,2019-20,584,402,70.2
33752423330552,2019-20,487,299,62.9
33752423330560,2019-20,250,0,0.0
34103480106229,2019-20,14,0,0.0
34103480106237,2019-20,48,0,0.0
34103480106245,2019-20,60,0,0.0
34103480106278,2019-20,40,0,0.0
34103480106294,2019-20,11,0,0.0
34103480118745,2019-20,99,0,0.0
34673140000001,2019-20,19,2,22.2
34673140105916,2019-20,558,333,63.8
34673140108753,2019-20,575,372,67.5
34673140116897,2019-20,567,368,66.2
34673140137281,2019-20,140,0,0.0
34673143430170,2019-20,346,130,40.6
34673143430311,2019-20,153,0,0.0
34673143430329,2019-20,91,0,0.0
34673143430352,2019-20,72,4,6.6
34673143430477,2019-20,327,139,45.7
34673143430592,2019-20,434,240,59.0
34673143430618,2019-20,582,278,50.3
34673143430873,2019-20,641,449,71.5
34673143432002,2019-20,39,0,0.0
34673143432572,2019-20,396,211,55.5
34673146112254,2019-20,107,12,12.0
34673220127860,2019-20,17,0,0.0
34673300113571,2019-20,461,326,72.3
34673303430501,2019-20,86,0,0.0
34673303430709,2019-20,32,0,0.0
34673303431533,2019-20,352,67,21.4
34673303433216,2019-20,603,349,59.9
34673303434792,2019-20,83,0,0.0
34673550119131,2019-20,249,176,73.9
34673553432903,2019-20,38,0,0.0
34673553433471,2019-20,215,74,36.6
34674134835302,2019-20,95,35,37.6
34674135731708,2019-20,55,26,51.0
34674210132019,2019-20,15,0,0.0
34674210137950,2019-20,132,0,0.0
34674390000001,2019-20,19,0,0.0
34674390101881,2019-20,28,21,87.5
34674390101899,2019-20,61,25,44.6
34674390101907,2019-20,62,20,34.5
34674390101972,2019-20,277,152,60.3
34674390102038,2019-20,124,118,100.0
34674390108951,2019-20,57,36,66.7
34674390114546,2019-20,37,20,58.8
34674390137406,2019-20,207,0,0.0
34674393430154,2019-20,93,0,0.0
34674393430519,2019-20,138,4,4.9
34674393430865,2019-20,223,198,88.8
34674393431012,2019-20,356,181,58.4
34674393434636,2019-20,351,119,39.9
34674393434768,2019-20,476,240,54.5
34674393435419,2019-20,525,241,50.4
34674396061832,2019-20,12,9,75.0
34674470121467,2019-20,32,26,92.9
34674470135772,2019-20,17,1,6.3
34674473430048,2019-20,189,59,36.2
34674473430097,2019-20,78,0,0.0
34674473430386,2019-20,103,4,6.3
34674473430394,2019-20,17,0,0.0
34674473430493,2019-20,415,196,49.4
34674473430691,2019-20,432,37,39.4
34674473430717,2019-20,1132,101,11.7
34674473430758,2019-20,72,5,9.8
34674473431111,2019-20,242,118,51.1
34674473432051,2019-20,334,103,32.2
34674473432317,2019-20,327,158,50.6
34674473432838,2019-20,152,37,35.6
34674473435930,2019-20,439,218,54.1
34674473436714,2019-20,467,218,49.0
34674473438504,2019-20,134,19,18.8
34674476034664,2019-20,17,0,0.0
34739733430378,2019-20,289,51,19.3
34739733430451,2019-20,33,0,0.0
34752830102236,2019-20,563,368,67.0
34752830112425,2019-20,142,133,95.0
34752830126060,2019-20,75,65,86.7
34752833430584,2019-20,266,151,63.2
34752833430626,2019-20,54,0,0.0
34752833430659,2019-20,111,94,85.5
34765050101832,2019-20,45,13,30.2
34765050108415,2019-20,117,0,0.0
34765050108795,2019-20,31,16,51.6
34765050108837,2019-20,135,0,0.0
34765050114272,2019-20,51,0,0.0
34765050130757,2019-20,176,0,0.0
34765050139584,2019-20,76,0,0.0
34765053430261,2019-20,80,0,0.0
34765053430634,2019-20,170,5,4.5
34765053430881,2019-20,64,0,0.0
34765053433265,2019-20,242,92,40.4
34765053433794,2019-20,378,144,42.0
34765053434370,2019-20,148,55,41.0
34765053436979,2019-20,349,144,43.8
35675383530029,2019-20,69,0,0.0
35675383537008,2019-20,692,298,46.8
35752593530060,2019-20,72,52,96.3
36103630107466,2019-20,207,0,0.0
36103633630431,2019-20,74,0,0.0
36103633630761,2019-20,392,120,32.7
36103636069348,2019-20,91,0,0.0
36675870128462,2019-20,69,0,0.0
36676113630712,2019-20,90,0,0.0
36676113630803,2019-20,286,48,17.9
36676373630290,2019-20,22,0,0.0
36676373631066,2019-20,156,54,35.8
36676520000001,2019-20,17,0,0.0
36676520126243,2019-20,29,12,57.1
36676523630225,2019-20,586,401,73.4
36676523630373,2019-20,861,577,70.3
36676523630571,2019-20,836,685,84.3
36676523631058,2019-20,736,550,78.2
36676523631157,2019-20,526,353,72.5
36676523632205,2019-20,741,456,72.8
36676523633906,2019-20,656,421,69.5
36676523634482,2019-20,553,316,62.3
36676523637659,2019-20,213,0,0.0
36676783630035,2019-20,368,147,43.0
36676783630522,2019-20,680,468,72.0
36676783631017,2019-20,692,421,64.1
36676783631587,2019-20,68,0,0.0
36676783631769,2019-20,84,0,0.0
36676783632502,2019-20,423,158,40.1
36676860125500,2019-20,415,144,37.0
36676863630399,2019-20,17,4,36.4
36676863631322,2019-20,511,179,37.1
36676863632742,2019-20,406,107,29.2
36676863636131,2019-20,150,27,24.8
36677100108191,2019-20,556,322,59.5
36677100120758,2019-20,465,252,57.1
36677103630019,2019-20,139,0,0.0
36677103630480,2019-20,158,0,0.0
36677103630555,2019-20,505,238,50.0
36677103630902,2019-20,451,266,60.9
36677103633302,2019-20,546,361,67.7
36677360116723,2019-20,55,14,27.5
36677360128439,2019-20,89,8,11.3
36677360130948,2019-20,38,0,0.0
36677360136069,2019-20,63,52,88.1
36677360136937,2019-20,131,0,0.0
36677773630217,2019-20,82,0,0.0
36677773636743,2019-20,169,1,0.7
36677773638616,2019-20,277,16,7.0
36678013630266,2019-20,11,0,0.0
36678013634169,2019-20,50,13,26.5
36678270113928,2019-20,153,57,38.3
36678270137174,2019-20,47,0,0.0
36678270137182,2019-20,155,0,0.0
36678270137190,2019-20,186,0,0.0
36678270137208,2019-20,106,0,0.0
36678270137216,2019-20,40,0,0.0
36678270137224,2019-20,90,0,0.0
36678270137232,2019-20,36,0,0.0
36678430000000,2019-20,16,0,0.0
36678430118802,2019-20,479,207,44.4
36678433630779,2019-20,487,233,50.7
36678433630928,2019-20,34,21,67.7
36678433634995,2019-20,142,0,0.0
36678433635042,2019-20,527,293,59.0
36678500102830,2019-20,532,308,60.5
36678503630159,2019-20,155,0,0.0
36678503630530,2019-20,71,0,0.0
36678503630597,2019-20,674,320,49.1
36678503633005,2019-20,522,240,48.3
36678683630241,2019-20,54,0,0.0
36678683635265,2019-20,189,56,31.1
36678760107730,2019-20,15,0,0.0
36678760109850,2019-20,51,24,47.1
36678760120568,2019-20,356,20,29.0
36678760125450,2019-20,396,168,46.0
36678763630308,2019-20,308,0,0.0
36678763630993,2019-20,80,0,0.0
36678763631082,2019-20,593,263,46.6
36678763631090,2019-20,62,62,100.0
36678763632221,2019-20,639,317,51.1
36678763632809,2019-20,320,0,0.0
36678763634680,2019-20,239,56,28.4
36678763635844,2019-20,332,103,34.4
36678763636081,2019-20,414,139,35.5
36678766036990,2019-20,12,0,0.0
36678923636487,2019-20,27,4,22.2
36679340110064,2019-20,169,102,91.1
36679340125419,2019-20,445,74,32.2
36679340138123,2019-20,116,1,7.1
36679343630100,2019-20,80,0,0.0
36679343630670,2019-20,245,18,22.8
36679343630787,2019-20,545,68,23.8
36679343638012,2019-20,422,90,40.0
36679346114698,2019-20,117,54,66.7
36679590101410,2019-20,39,0,0.0
36679593633351,2019-20,77,0,0.0
36679593638509,2019-20,623,21,42.9
36738583630076,2019-20,14,0,0.0
36738903630274,2019-20,70,28,40.0
36738903630282,2019-20,15,0,0.0
36738903631199,2019-20,20,0,0.0
36739573630233,2019-20,412,189,47.8
36739573630365,2019-20,115,0,0.0
36739573630589,2019-20,13,0,0.0
36750440107516,2019-20,40,0,0.0
36750440114389,2019-20,78,0,0.0
36750440115444,2019-20,121,0,0.0
36750440116707,2019-20,112,71,64.5
36750440119115,2019-20,557,267,48.2
36750443630407,2019-20,465,175,39.1
36750443630472,2019-20,154,0,0.0
36750443630746,2019-20,414,139,34.5
36750443630811,2019-20,31,3,13.6
36750510115089,2019-20,113,16,16.3
36750510136432,2019-20,742,4,3.4
36750510136960,2019-20,50,0,0.0
36750510137794,2019-20,141,28,23.5
36750510138107,2019-20,12,0,0.0
36750510139618,2019-20,55,0,0.0
36750513630563,2019-20,49,1,2.2
36750693630456,2019-20,105,0,0.0
36750693637584,2019-20,790,493,64.3
36750773630423,2019-20,498,217,46.8
36750773630894,2019-20,349,111,34.6
36750773631009,2019-20,73,0,0.0
36750773631207,2019-20,69,1,1.5
37103710115998,2019-20,20,0,0.0
37103710120493,2019-20,17,0,0.0
37103710128520,2019-20,267,0,0.0
37103710128538,2019-20,131,1,3.4
37103710137752,2019-20,61,6,10.7
37103716119119,2019-20,58,29,52.7
37679830134890,2019-20,1001,5,3.4
37679833730447,2019-20,26,10,41.7
37680230138073,2019-20,35,10,30.3
37680236037980,2019-20,125,75,60.5
37680236115778,2019-20,92,87,94.6
37680313731478,2019-20,286,171,63.8
37680490129221,2019-20,29,2,14.3
37680490132506,2019-20,177,20,12.2
37680490136416,2019-20,125,12,10.9
37680490136614,2019-20,183,1,3.3
37681060111195,2019-20,309,186,62.4
37681060127241,2019-20,186,162,88.0
37681060137034,2019-20,42,1,6.7
37681063730058,2019-20,496,221,48.8
37681063731023,2019-20,202,138,70.8
37681063732054,2019-20,133,0,0.0
37681063732062,2019-20,508,229,50.4
37681063735313,2019-20,429,185,47.8
37681223730967,2019-20,28,6,22.2
37681223732179,2019-20,454,163,42.9
37681223732195,2019-20,47,0,0.0
37681300128793,2019-20,22,0,0.0
37681300132548,2019-20,72,7,12.7
37681300139063,2019-20,36,6,18.8
37681303730066,2019-20,441,187,49.1
37681303730702,2019-20,399,235,65.8
37681303731262,2019-20,497,321,68.0
37681303731536,2019-20,36,27,87.1
37681303731692,2019-20,367,66,26.0
37681303731809,2019-20,397,120,36.0
37681303732336,2019-20,541,235,52.7
37681303732625,2019-20,490,201,49.4
37681303732732,2019-20,541,519,98.5
37681303734548,2019-20,361,118,40.1
37681303734761,2019-20,290,73,30.2
37681303737905,2019-20,379,158,47.6
37681556117303,2019-20,15,4,36.4
37681630128421,2019-20,11,1,14.3
37681630137109,2019-20,128,0,0.0
37681633731239,2019-20,20,5,38.5
37681713733219,2019-20,21,12,57.1
37681893731072,2019-20,55,48,100.0
37682130123224,2019-20,155,2,1.8
37682130127084,2019-20,61,7,22.6
37682130129668,2019-20,35,2,14.3
37682130136978,2019-20,17,0,0.0
37682133730934,2019-20,20,0,0.0
37682133734878,2019-20,89,21,23.9
37682960118935,2019-20,561,471,85.9
37682963730074,2019-20,467,347,77.3
37682963730819,2019-20,571,449,80.8
37682963731528,2019-20,599,451,77.6
37682963735842,2019-20,102,3,8.3
37682963735867,2019-20,548,358,69.4
37683040102178,2019-20,13,0,0.0
37683040131250,2019-20,32,13,43.3
37683043735958,2019-20,64,0,0.0
37683043735974,2019-20,347,169,51.4
37683380000001,2019-20,32,12,80.0
37683380106732,2019-20,97,91,100.0
37683380106799,2019-20,36,11,37.9
37683380107029,2019-20,249,217,88.9
37683380107052,2019-20,106,34,42.0
37683380107078,2019-20,85,65,76.5
37683380107086,2019-20,71,46,69.7
37683380107094,2019-20,93,71,80.7
37683380107102,2019-20,74,59,85.5
37683380107177,2019-20,258,177,80.8
37683380107219,2019-20,177,112,74.7
37683380107482,2019-20,39,20,64.5
37683380108787,2019-20,97,92,100.0
37683380114025,2019-20,327,188,68.4
37683380114462,2019-20,148,127,88.2
37683380118315,2019-20,18,14,77.8
37683380118851,2019-20,99,37,41.6
37683380119610,2019-20,139,136,100.0
37683380120410,2019-20,25,16,72.7
37683380122788,2019-20,54,38,79.2
37683380127647,2019-20,93,66,72.5
37683380131979,2019-20,84,11,21.6
37683380135913,2019-20,23,16,94.1
37683380136663,2019-20,12,0,0.0
37683380137802,2019-20,19,0,0.0
37683383730173,2019-20,309,224,74.9
37683383730181,2019-20,547,356,72.7
37683383730231,2019-20,244,33,21.7
37683383730314,2019-20,415,321,78.1
37683383730371,2019-20,185,147,80.8
37683383730751,2019-20,22,16,88.9
37683383730884,2019-20,511,432,86.1
37683383730959,2019-20,618,23,7.6
37683383731056,2019-20,25,0,0.0
37683383731189,2019-20,106,99,94.3
37683383731213,2019-20,211,111,59.0
37683383731247,2019-20,117,111,97.4
37683383731395,2019-20,157,18,23.4
37683383732781,2019-20,529,394,77.9
37683383732997,2019-20,485,293,72.7
37683383733508,2019-20,315,249,81.9
37683383733698,2019-20,223,154,73.0
37683383734431,2019-20,263,192,78.4
37683383734654,2019-20,354,187,57.7
37683383735750,2019-20,444,317,77.1
37683383737962,2019-20,181,15,31.9
37683386040083,2019-20,16,0,0.0
37683386061964,2019-20,117,116,100.0
37683460106328,2019-20,606,539,89.2
37683463730033,2019-20,606,461,77.3
37683463731007,2019-20,447,331,79.8
37683463737384,2019-20,59,5,16.7
37683463737418,2019-20,422,330,79.9
37684030125401,2019-20,175,0,0.0
37684036120893,2019-20,212,21,12.9
37684110000000,2019-20,233,5,9.8
37684110111831,2019-20,603,400,69.0
37684113730124,2019-20,442,225,54.6
37684113730405,2019-20,497,261,54.1
37684113730801,2019-20,366,150,44.9
37684113730843,2019-20,717,464,66.5
37684113731064,2019-20,628,255,42.8
37684113731155,2019-20,16,9,56.3
37684113731304,2019-20,137,5,13.2
37684113731502,2019-20,565,175,36.5
37684113731627,2019-20,579,358,62.9
37684113732047,2019-20,122,0,0.0
37684113732849,2019-20,481,223,49.3
37684113733953,2019-20,363,157,48.3
37684113738226,2019-20,724,247,38.0
37684113738234,2019-20,461,205,48.8
37684520106120,2019-20,603,0,0.0
37684520114264,2019-20,36,1,3.3
37684520115451,2019-20,106,0,0.0
37684520118430,2019-20,370,261,71.1
37684520124917,2019-20,30,2,7.7
37684520126300,2019-20,20,3,20.0
37684523730728,2019-20,459,172,42.8
37684523730942,2019-20,108,46,43.8
37684523732039,2019-20,62,0,0.0
37684523738705,2019-20,516,211,45.0
37735510127423,2019-20,273,231,87.5
37735513730017,2019-20,39,0,0.0
37735513730694,2019-20,568,395,73.4
37735513731163,2019-20,12,4,36.4
37735690136267,2019-20,55,17,32.1
37735693731221,2019-20,203,5,5.6
37735693735206,2019-20,502,199,46.2
37735693739018,2019-20,662,335,54.3
37735693739026,2019-20,76,0,0.0
37737910105726,2019-20,621,322,53.9
37737910138222,2019-20,27,1,5.6
37737913730215,2019-20,92,0,0.0
37737913730793,2019-20,43,0,0.0
37737913737632,2019-20,813,529,68.3
37754160132472,2019-20,99,12,20.0
37754160138651,2019-20,51,0,0.0
37754160139386,2019-20,39,0,0.0
37754160139451,2019-20,12,0,0.0
37754163730975,2019-20,17,7,43.8
37756143731114,2019-20,243,0,0.0
37756143731312,2019-20,31,0,0.0
37756143731601,2019-20,13,0,0.0
37764710114678,2019-20,137,125,100.0
37764710114694,2019-20,80,75,97.4
37768510129320,2019-20,82,41,58.6
37770320134577,2019-20,87,7,17.9
37770990136077,2019-20,128,4,7.0
37771070136473,2019-20,93,6,12.8
38103890000001,2019-20,21,0,0.0
38103893830395,2019-20,17,1,12.5
38103893830445,2019-20,42,0,0.0
38684780101774,2019-20,45,0,0.0
38684780102103,2019-20,52,21,50.0
38684780107300,2019-20,61,53,100.0
38684780118133,2019-20,42,0,0.0
38684780118141,2019-20,434,0,0.0
38684780119875,2019-20,107,1,1.4
38684780119958,2019-20,75,25,36.2
38684780127530,2019-20,80,69,100.0
38684783830031,2019-20,127,0,0.0
38684783830064,2019-20,92,1,2.4
38684783830197,2019-20,105,25,30.1
38684783830205,2019-20,155,90,63.4
38684783830254,2019-20,229,131,59.3
38684783830288,2019-20,280,139,54.7
38684783830387,2019-20,190,170,91.4
38684783830403,2019-20,107,18,25.7
38684783830411,2019-20,68,67,100.0
38684783830429,2019-20,22,0,0.0
38684783830437,2019-20,117,114,100.0
38684783831765,2019-20,418,194,54.2
38684783833241,2019-20,508,282,59.6
38684783833407,2019-20,710,616,90.5
38684783834082,2019-20,284,115,50.4
38684783834769,2019-20,87,20,26.7
38684783839081,2019-20,471,261,60.7
39103970120717,2019-20,410,0,0.0
39103973930195,2019-20,46,0,0.0
39103973930468,2019-20,381,0,0.0
39103973930476,2019-20,257,59,25.8
39103976069215,2019-20,28,0,0.0
39685023930054,2019-20,21,0,0.0
39685023932308,2019-20,174,70,40.7
39685693933793,2019-20,69,0,0.0
39685693933801,2019-20,702,288,43.2
39685770118307,2019-20,29,0,0.0
39685773933959,2019-20,139,51,37.5
39685850000001,2019-20,13,0,0.0
39685850101956,2019-20,114,103,91.2
39685850108225,2019-20,430,132,36.8
39685850122580,2019-20,142,0,0.0
39685853930237,2019-20,483,124,28.3
39685853930278,2019-20,92,0,0.0
39685853930344,2019-20,65,1,2.1
39685853930443,2019-20,64,0,0.0
39685853934759,2019-20,437,90,22.1
39685853934767,2019-20,93,0,0.0
39685853934783,2019-20,496,130,28.6
39685930101576,2019-20,244,73,32.2
39685930112565,2019-20,53,0,0.0
39685930116376,2019-20,281,103,38.6
39685930126094,2019-20,36,3,8.6
39685933930310,2019-20,329,109,34.2
39685933932001,2019-20,397,127,33.1
39685933935103,2019-20,390,154,41.3
39685933935111,2019-20,109,0,0.0
39686270126755,2019-20,67,40,61.5
39686270127191,2019-20,144,23,19.7
39686270129916,2019-20,26,0,0.0
39686270133116,2019-20,224,0,0.0
