cds14,cupc_year,enroll_9_12,upp_pct,lcff_plus_flag
21654176024491,2022-2023,6,50.0,N
21654172132264,2022-2023,85,67.06,N
21654170000001,2022-2023,28,35.71,N
21654172130045,2022-2023,58,36.21,N
21654172132272,2022-2023,1458,38.89,N
21654172133056,2022-2023,1144,23.43,N
21654662133254,2022-2023,188,97.87,Y
21654660000001,2022-2023,24,33.33,N
21654662133262,2022-2023,1265,70.36,N
21654662134005,2022-2023,1189,50.55,N
21654822131340,2022-2023,1224,12.01,N
21654820000001,2022-2023,24,12.5,N
21654822132587,2022-2023,1862,9.51,N
21654822134419,2022-2023,59,37.29,N
21654822133692,2022-2023,1540,10.58,N
21654822130078,2022-2023,128,12.5,N
21733612134310,2022-2023,143,66.43,N
22102232230100,2022-2023,1,100.0,Y
22102236105308,2022-2023,9,77.78,Y
22655322230076,2022-2023,14,78.57,Y
22655322235356,2022-2023,448,62.05,N
22655322230068,2022-2023,50,62.0,N
22655322230035,2022-2023,24,66.67,N
22655322230084,2022-2023,3,66.67,N
23102312330447,2022-2023,8,100.0,Y
23102310000001,2022-2023,2,50.0,N
23102310110023,2022-2023,31,80.65,Y
23102312330124,2022-2023,8,100.0,Y
23655402330900,2022-2023,158,78.48,Y
23655576116669,2022-2023,20,65.0,N
23655652331361,2022-2023,524,76.15,Y
23655652330355,2022-2023,13,84.62,Y
23655652330215,2022-2023,26,88.46,Y
23655812330306,2022-2023,7,71.43,N
23655812333185,2022-2023,165,63.03,N
23655812330090,2022-2023,7,57.14,N
23655992333649,2022-2023,125,64.0,N
23655992330108,2022-2023,5,80.0,Y
23656072330033,2022-2023,20,100.0,Y
23656072334563,2022-2023,112,98.21,Y
23656150000001,2022-2023,4,25.0,N
23656152330413,2022-2023,74,63.51,N
23656152330454,2022-2023,55,90.91,Y
23656152334704,2022-2023,131,92.37,Y
23656152335024,2022-2023,1679,73.91,N
23656150128280,2022-2023,94,59.57,N
23656230112300,2022-2023,25,76.0,Y
23656230136887,2022-2023,67,67.16,N
23656232330363,2022-2023,34,47.06,N
23656232335487,2022-2023,415,58.31,N
23738662330041,2022-2023,82,62.2,N
23739162332260,2022-2023,111,74.77,N
23752182332724,2022-2023,23,39.13,N
23752182330207,2022-2023,11,45.45,N
24102490138032,2022-2023,102,88.24,Y
24102496068498,2022-2023,48,62.5,N
24102492430056,2022-2023,25,100.0,Y
24102496069199,2022-2023,326,68.71,N
24102490106518,2022-2023,132,75.76,Y
24102492430171,2022-2023,9,88.89,Y
24102492430163,2022-2023,138,91.3,Y
24102492430148,2022-2023,218,95.41,Y
24656982432409,2022-2023,693,53.68,N
24656982430080,2022-2023,53,79.25,Y
24657302430064,2022-2023,38,92.11,Y
24657302433001,2022-2023,464,84.48,Y
24657550119073,2022-2023,126,71.43,N
24657552434207,2022-2023,1617,72.17,N
24657550120923,2022-2023,1799,83.38,Y
24657552431492,2022-2023,86,95.35,Y
24657892430601,2022-2023,2095,81.48,Y
24657892430205,2022-2023,1746,73.25,N
24657890127373,2022-2023,1839,72.38,N
24657892430098,2022-2023,1956,83.79,Y
24657892430049,2022-2023,119,88.24,Y
24657892433605,2022-2023,1156,84.86,Y
24657892435204,2022-2023,1894,78.62,Y
24657890107672,2022-2023,96,92.71,Y
24657892439602,2022-2023,325,89.85,Y
24736192431807,2022-2023,586,77.3,Y
24736192430031,2022-2023,21,85.71,Y
24753172431203,2022-2023,665,87.82,Y
24753172430015,2022-2023,61,98.36,Y
24753662430114,2022-2023,732,84.15,Y
25658962537702,2022-2023,33,54.55,N
25735852535409,2022-2023,227,62.56,N
25735852530020,2022-2023,18,83.33,Y
25735934737250,2022-2023,121,85.95,Y
26102642630028,2022-2023,12,83.33,Y
26102640128645,2022-2023,2,100.0,Y
26102640124990,2022-2023,183,100.0,Y
26736682633006,2022-2023,64,54.69,N
26736682635001,2022-2023,38,36.84,N
26736922630010,2022-2023,351,57.55,N
26736922630036,2022-2023,9,88.89,Y
27102722730232,2022-2023,129,68.99,N
27102726069512,2022-2023,33,72.73,N
27102720116491,2022-2023,55,100.0,Y
27102722730265,2022-2023,107,85.05,Y
27102722730117,2022-2023,36,100.0,Y
27659872730414,2022-2023,858,15.5,N
27659872730018,2022-2023,20,60.0,N
27659870000001,2022-2023,1,0.0,N
27660682730174,2022-2023,1384,88.22,Y
27660682732170,2022-2023,1227,82.07,Y
27660680000001,2022-2023,1,100.0,Y
27660680141010,2022-2023,87,96.55,Y
27660682730083,2022-2023,63,93.65,Y
27660922732253,2022-2023,116,93.1,Y
27660922730240,2022-2023,106,44.34,N
27660920111435,2022-2023,674,66.47,N
27660922732808,2022-2023,1399,47.39,N
27660920112896,2022-2023,7,100.0,Y
27660920000001,2022-2023,3,33.33,N
27660922735348,2022-2023,1130,86.99,Y
27661342731115,2022-2023,10,70.0,N
27661342733657,2022-2023,547,16.64,N
27661592730109,2022-2023,2852,94.81,Y
27661592730273,2022-2023,16,100.0,Y
27661590124610,2022-2023,264,89.02,Y
27661592730166,2022-2023,2146,91.66,Y
27661592734481,2022-2023,214,93.93,Y
27661590000001,2022-2023,4,25.0,N
27661592733178,2022-2023,2112,93.94,Y
27661590136697,2022-2023,1699,89.99,Y
27661592734556,2022-2023,2567,84.34,Y
27738252730141,2022-2023,28,89.29,Y
27738250000001,2022-2023,1,0.0,N
27738252730125,2022-2023,108,73.15,N
27738252730034,2022-2023,1286,83.2,Y
27751502730133,2022-2023,5,80.0,Y
27754400106112,2022-2023,16,93.75,Y
27754402730190,2022-2023,1534,87.81,Y
27754400123406,2022-2023,15,66.67,N
27754400141051,2022-2023,40,70.0,N
27754732730885,2022-2023,809,94.68,Y
28102802830099,2022-2023,74,86.49,Y
28102802830073,2022-2023,11,100.0,Y
28662412831758,2022-2023,256,82.03,Y
28662412830065,2022-2023,12,83.33,Y
28662660121087,2022-2023,1722,54.36,N
28662662835601,2022-2023,1762,74.29,N
28662660101964,2022-2023,85,56.47,N
28662662830115,2022-2023,356,69.66,N
28662660000001,2022-2023,7,28.57,N
28662662830149,2022-2023,196,81.63,Y
28662662830016,2022-2023,1753,55.11,N
28662902837102,2022-2023,443,37.7,N
29102980114314,2022-2023,87,43.68,N
29102980116681,2022-2023,8,75.0,Y
29102980130823,2022-2023,461,94.58,Y
29102980126219,2022-2023,298,45.64,N
29102982930147,2022-2023,558,96.24,Y
29663572930048,2022-2023,538,26.21,N
29663572935500,2022-2023,1458,42.8,N
29663570000001,2022-2023,8,25.0,N
29663572930030,2022-2023,127,40.94,N
29663570124834,2022-2023,164,50.0,N
29663572930071,2022-2023,191,65.45,N
29663570112367,2022-2023,167,22.75,N
29768776111371,2022-2023,27,88.89,Y
30103063030764,2022-2023,1142,85.55,Y
30103063030426,2022-2023,220,100.0,Y
30103060134940,2022-2023,18,50.0,N
30103060132910,2022-2023,156,94.23,Y
30103060133983,2022-2023,373,83.38,Y
30103060134239,2022-2023,248,46.37,N
30103063030632,2022-2023,200,39.5,N
30103063030723,2022-2023,1679,12.81,N
30103066069553,2022-2023,188,56.38,N
30103060134841,2022-2023,159,91.19,Y
30103060126037,2022-2023,545,75.23,Y
30103060138800,2022-2023,12,91.67,Y
30103060133959,2022-2023,80,62.5,N
30103060132613,2022-2023,134,92.54,Y
30664313030228,2022-2023,2750,93.67,Y
30664310140707,2022-2023,104,74.04,N
30664313030038,2022-2023,2820,49.15,N
30664313032786,2022-2023,642,92.06,Y
30664316066815,2022-2023,206,71.36,N
30664313033115,2022-2023,2080,60.38,N
30664313033057,2022-2023,2587,90.68,Y
30664313033784,2022-2023,1650,90.91,Y
30664313034204,2022-2023,1544,91.26,Y
30664310000001,2022-2023,26,57.69,N
30664313030616,2022-2023,821,40.44,N
30664313030384,2022-2023,533,88.37,Y
30664313036712,2022-2023,1711,89.66,Y
30664313038239,2022-2023,1704,89.5,Y
30664493030624,2022-2023,91,49.45,N
30664496058911,2022-2023,7,14.29,N
30664493030640,2022-2023,1681,24.03,N
30664643030574,2022-2023,2774,31.0,N
30664643030798,2022-2023,12,58.33,N
30664640106765,2022-2023,2410,46.8,N
30664640124131,2022-2023,225,29.33,N
30664643035987,2022-2023,150,80.67,Y
30664643030210,2022-2023,2029,40.22,N
30664643038569,2022-2023,1965,40.41,N
30664640000001,2022-2023,72,26.39,N
30664640140061,2022-2023,21,52.38,N
30664646120356,2022-2023,112,47.32,N
30664643036001,2022-2023,2838,36.68,N
30664640113381,2022-2023,2857,35.6,N
30664643030756,2022-2023,2217,22.15,N
30665143030855,2022-2023,1804,91.24,Y
30665143032505,2022-2023,1880,64.73,N
30665143033362,2022-2023,2054,64.41,N
30665143030335,2022-2023,275,55.64,N
30665143033610,2022-2023,396,87.37,Y
30665140000001,2022-2023,21,47.62,N
30665143037090,2022-2023,1730,62.31,N
30665143037348,2022-2023,2429,50.43,N
30665143037496,2022-2023,2584,38.62,N
30665226028237,2022-2023,4,50.0,N
30665223030434,2022-2023,1721,86.69,Y
30665223032752,2022-2023,2244,79.28,Y
30665226028476,2022-2023,1,100.0,Y
30665226104129,2022-2023,106,82.08,Y
30665223033578,2022-2023,2110,77.3,Y
30665223033933,2022-2023,1599,94.62,Y
30665223030103,2022-2023,258,94.57,Y
30665226028633,2022-2023,59,77.97,Y
30665220000001,2022-2023,3,66.67,N
30665223035581,2022-2023,1648,52.61,N
30665223035706,2022-2023,1555,87.33,Y
30665223036555,2022-2023,1922,93.44,Y
30665483030368,2022-2023,183,40.98,N
30665483031895,2022-2023,2034,27.83,N
30665483032158,2022-2023,3180,50.03,N
30665483032943,2022-2023,2807,32.7,N
30665483034410,2022-2023,2089,46.0,N
30665480000001,2022-2023,13,38.46,N
30665483030145,2022-2023,1258,78.14,Y
30665483038551,2022-2023,321,78.19,Y
30665483038445,2022-2023,2637,88.28,Y
30665553033206,2022-2023,930,21.08,N
30665550000001,2022-2023,5,20.0,N
30665973034907,2022-2023,135,80.74,Y
30665973031697,2022-2023,1482,20.78,N
30665973031853,2022-2023,1161,77.26,Y
30665970111666,2022-2023,201,59.7,N
30665973032000,2022-2023,1040,84.33,Y
30665973030186,2022-2023,98,75.51,Y
30665973035045,2022-2023,2268,45.46,N
30665970000001,2022-2023,13,30.77,N
30666213030046,2022-2023,2131,28.58,N
30666216029920,2022-2023,123,48.78,N
30666213031952,2022-2023,2040,67.7,N
30666210000001,2022-2023,17,23.53,N
30666213035409,2022-2023,1807,90.09,Y
30666210114769,2022-2023,16,81.25,Y
30666210140293,2022-2023,108,51.85,N
30666210118174,2022-2023,52,76.92,Y
30666213035748,2022-2023,177,88.14,Y
30666213038098,2022-2023,2110,55.69,N
30666473030483,2022-2023,111,53.15,N
30666473031945,2022-2023,169,85.21,Y
30666473031929,2022-2023,2034,34.61,N
30666473030053,2022-2023,1436,40.18,N
30666476089478,2022-2023,109,44.04,N
30666470000001,2022-2023,12,41.67,N
30666476119556,2022-2023,72,19.44,N
30666473038023,2022-2023,2543,68.74,N
30666470119404,2022-2023,1568,25.45,N
30666700135897,2022-2023,157,86.62,Y
30666703030491,2022-2023,1708,81.32,Y
30666703030475,2022-2023,229,87.34,Y
30666700114736,2022-2023,2026,76.16,Y
30666703034998,2022-2023,268,85.82,Y
30666703030608,2022-2023,381,73.75,N
30666700000001,2022-2023,24,62.5,N
30666700106567,2022-2023,308,90.58,Y
30666706115133,2022-2023,217,88.02,Y
30666703035821,2022-2023,1524,77.62,Y
30666703036357,2022-2023,3135,81.47,Y
30666700108365,2022-2023,2489,67.34,N
30666703036456,2022-2023,2197,84.75,Y
30736353030061,2022-2023,2031,50.71,N
30736356089510,2022-2023,74,47.3,N
30736353030244,2022-2023,1434,55.44,N
30736353034956,2022-2023,1646,42.28,N
30736350000001,2022-2023,16,31.25,N
30736353030079,2022-2023,264,81.82,Y
30736353030509,2022-2023,110,44.55,N
30736353030392,2022-2023,2579,38.31,N
30736430102871,2022-2023,2798,27.02,N
30736433032109,2022-2023,2276,29.35,N
30736433032919,2022-2023,203,90.64,Y
30736430139774,2022-2023,302,34.44,N
30736430000001,2022-2023,18,61.11,N
30736433030590,2022-2023,192,46.88,N
30736433037553,2022-2023,1990,81.66,Y
30736503030467,2022-2023,137,29.2,N
30736503030129,2022-2023,82,69.51,N
30736500116046,2022-2023,99,15.15,N
30736503030152,2022-2023,1862,26.85,N
30736500000001,2022-2023,33,39.39,N
30736503030657,2022-2023,2251,22.48,N
30736500133405,2022-2023,2293,20.89,N
30736503035102,2022-2023,2164,24.03,N
30736503030285,2022-2023,2218,27.14,N
30739243033917,2022-2023,3055,15.74,N
30739240000001,2022-2023,8,37.5,N
30768930130765,2022-2023,168,78.57,Y
31103143130101,2022-2023,16,100.0,Y
31103140126904,2022-2023,107,74.77,N
31103146069322,2022-2023,29,37.93,N
31103140113399,2022-2023,4,50.0,N
31668943131851,2022-2023,666,23.12,N
31668943131687,2022-2023,106,59.43,N
31668943132453,2022-2023,1620,12.28,N
31668940102293,2022-2023,184,33.15,N
31668940138081,2022-2023,115,39.13,N
31668940000001,2022-2023,11,18.18,N
31668943135704,2022-2023,1310,34.2,N
31669283130309,2022-2023,98,66.33,N
31669280116459,2022-2023,1741,43.88,N
31669283130184,2022-2023,1972,12.27,N
31669283130119,2022-2023,263,41.06,N
31669280121418,2022-2023,332,31.93,N
31669280000001,2022-2023,13,38.46,N
31669283135308,2022-2023,1380,32.1,N
31669283136504,2022-2023,1617,30.74,N
31669280139840,2022-2023,1498,14.22,N
31669283130176,2022-2023,1988,20.67,N
31669443130192,2022-2023,14,50.0,N
31669443130010,2022-2023,505,36.04,N
31669443130077,2022-2023,31,64.52,N
31669443138500,2022-2023,890,25.51,N
31669510139246,2022-2023,55,32.73,N
31669513130168,2022-2023,624,53.21,N
31669510135871,2022-2023,159,21.38,N
31669513134657,2022-2023,1355,35.35,N
31669510000001,2022-2023,21,23.81,N
31669513130036,2022-2023,125,56.8,N
31669510140541,2022-2023,972,19.75,N
31750850000001,2022-2023,12,16.67,N
31750853130218,2022-2023,48,20.83,N
31750853130150,2022-2023,2098,17.49,N
31750853130200,2022-2023,79,36.71,N
31750850119487,2022-2023,536,12.13,N
31750850108084,2022-2023,1984,16.13,N
32103220100057,2022-2023,5,100.0,Y
32103220108001,2022-2023,1,100.0,Y
32669693230034,2022-2023,3,100.0,Y
32669693230042,2022-2023,12,83.33,Y
32669693232006,2022-2023,85,61.18,N
32669693233509,2022-2023,20,85.0,Y
32669693230083,2022-2023,133,35.34,N
32669693235603,2022-2023,187,72.73,N
32669693236007,2022-2023,226,51.33,N
33103300140780,2022-2023,190,74.74,N
33103300128397,2022-2023,500,80.6,Y
33103300137869,2022-2023,103,41.75,N
33103300128777,2022-2023,128,70.31,N
33103300138602,2022-2023,245,32.24,N
33103300125237,2022-2023,143,79.02,Y
33103300137836,2022-2023,75,54.67,N
33103300110833,2022-2023,1055,60.95,N
33103303331055,2022-2023,183,86.89,Y
33103303330123,2022-2023,85,100.0,Y
33103306069207,2022-2023,242,65.7,N
33669770135061,2022-2023,125,97.6,Y
33669773337128,2022-2023,149,95.97,Y
33669770125732,2022-2023,1824,74.01,N
33669773330008,2022-2023,1501,87.67,Y
33669770000001,2022-2023,15,60.0,N
33669773334299,2022-2023,1971,94.57,Y
33669853330214,2022-2023,1146,89.35,Y
33669853330974,2022-2023,39,79.49,Y
33669853330222,2022-2023,82,90.24,Y
33669856112080,2022-2023,12,100.0,Y
33669850000001,2022-2023,3,66.67,N
33669930129882,2022-2023,208,61.54,N
33669930141366,2022-2023,23,47.83,N
33669933330479,2022-2023,3328,63.46,N
33669933330842,2022-2023,103,55.34,N
33669930139360,2022-2023,814,44.84,N
33669930000001,2022-2023,2,50.0,N
33670330135574,2022-2023,428,71.96,N
33670333330446,2022-2023,3037,79.85,Y
33670333331600,2022-2023,2251,86.49,Y
33670333330131,2022-2023,94,84.04,Y
33670330110627,2022-2023,4566,66.64,N
33670330110759,2022-2023,640,62.19,N
33670333330586,2022-2023,542,91.33,Y
33670330000001,2022-2023,49,40.82,N
33670333334232,2022-2023,2070,71.84,N
33670330110106,2022-2023,239,94.14,Y
33670333330701,2022-2023,3460,61.99,N
33670336068753,2022-2023,24,50.0,N
33670583331113,2022-2023,209,96.17,Y
33670580141879,2022-2023,64,51.56,N
33670583330909,2022-2023,210,81.43,Y
33670583333192,2022-2023,2143,93.75,Y
33670583330669,2022-2023,2500,74.4,N
33670583330388,2022-2023,2050,58.05,N
33670580118885,2022-2023,1751,78.58,Y
33670580114504,2022-2023,199,80.9,Y
33670823330503,2022-2023,313,84.35,Y
33670823330065,2022-2023,314,87.58,Y
33670820106716,2022-2023,235,77.45,Y
33670823332673,2022-2023,2438,82.36,Y
33670820000001,2022-2023,13,53.85,N
33670820116962,2022-2023,1,0.0,N
33670820113159,2022-2023,1727,88.54,Y
33670823330537,2022-2023,1898,89.15,Y
33670820120675,2022-2023,349,56.45,N
33670903330412,2022-2023,1716,84.38,Y
33670900000001,2022-2023,12,50.0,N
33670903334687,2022-2023,230,91.74,Y
33670900114157,2022-2023,2532,76.38,Y
33670903337136,2022-2023,1407,92.32,Y
33671160109843,2022-2023,515,21.94,N
33671240105940,2022-2023,21,76.19,Y
33671243330800,2022-2023,144,76.39,Y
33671243330396,2022-2023,2266,64.87,N
33671243333762,2022-2023,221,79.19,Y
33671243330958,2022-2023,85,70.59,N
33671243333770,2022-2023,2232,79.39,Y
33671240128868,2022-2023,420,74.76,N
33671240000001,2022-2023,21,61.9,N
33671243330438,2022-2023,2843,63.52,N
33671243331071,2022-2023,2093,72.96,N
33671573331014,2022-2023,661,72.77,N
33671733330578,2022-2023,1395,99.0,Y
33671733330818,2022-2023,1742,98.51,Y
33671730133090,2022-2023,196,95.92,Y
33671733331121,2022-2023,426,99.3,Y
33671730000001,2022-2023,2,50.0,N
33671733335130,2022-2023,1584,96.78,Y
33671730127316,2022-2023,1491,97.52,Y
33671813335759,2022-2023,817,76.74,Y
33671810138610,2022-2023,133,69.17,N
33671813331139,2022-2023,94,89.36,Y
33672070101170,2022-2023,520,92.88,Y
33672070113191,2022-2023,2428,76.52,Y
33672070140491,2022-2023,1753,51.28,N
33672070000001,2022-2023,19,57.89,N
33672073330727,2022-2023,2761,59.25,N
33672070137620,2022-2023,114,59.65,N
33672073335973,2022-2023,2243,96.92,Y
33672073330172,2022-2023,357,84.31,Y
33672070134981,2022-2023,119,72.27,N
33672153336955,2022-2023,168,94.05,Y
33672153330024,2022-2023,1957,82.58,Y
33672153334406,2022-2023,2173,88.4,Y
33672153330859,2022-2023,2901,52.05,N
33672150000001,2022-2023,29,44.83,N
33672153330511,2022-2023,38,86.84,Y
33672153336237,2022-2023,2660,69.85,N
33672153330677,2022-2023,238,86.97,Y
33672153336492,2022-2023,2220,87.25,Y
33672150131359,2022-2023,250,42.0,N
33672150115709,2022-2023,468,85.9,Y
33672153330362,2022-2023,90,64.44,N
33672156032767,2022-2023,54,61.11,N
33672493331006,2022-2023,145,89.66,Y
33672493337649,2022-2023,231,92.21,Y
33672490000001,2022-2023,2,100.0,Y
33672493337656,2022-2023,2617,89.34,Y
33672490123844,2022-2023,181,85.08,Y
33672496114748,2022-2023,418,57.42,N
33736763330990,2022-2023,2657,89.84,Y
33736760100255,2022-2023,2018,96.73,Y
33736763330032,2022-2023,139,97.84,Y
33736760121673,2022-2023,231,93.51,Y
33736763330354,2022-2023,357,91.6,Y
33751763332350,2022-2023,2122,71.16,N
33751760116343,2022-2023,334,73.95,N
33751760107920,2022-2023,1748,78.26,Y
33751760000001,2022-2023,19,68.42,N
33751763330115,2022-2023,487,81.52,Y
33751763330487,2022-2023,2176,59.97,N
33751923330743,2022-2023,3030,28.38,N
33751920105734,2022-2023,3043,21.06,N
33751920000001,2022-2023,18,22.22,N
33751923330495,2022-2023,226,50.44,N
33751923330636,2022-2023,301,34.22,N
33751923330917,2022-2023,313,21.09,N
33751923330370,2022-2023,2864,28.07,N
33752000102079,2022-2023,188,62.23,N
33752000118794,2022-2023,2178,51.74,N
33752000141275,2022-2023,20,60.0,N
33752003330529,2022-2023,2230,42.29,N
33752000000001,2022-2023,9,55.56,N
33752000100420,2022-2023,3493,46.87,N
33752420109108,2022-2023,1731,91.62,Y
33752420000001,2022-2023,5,60.0,N
33752420133306,2022-2023,2595,86.74,Y
33752423330552,2022-2023,1944,82.66,Y
33752420123190,2022-2023,174,87.36,Y
33752423330560,2022-2023,329,95.44,Y
34103480106278,2022-2023,83,100.0,Y
34103480106237,2022-2023,126,81.75,Y
34103480136275,2022-2023,214,60.28,N
34103480106294,2022-2023,90,34.44,N
34103480118745,2022-2023,218,75.23,Y
34103480106245,2022-2023,141,82.98,Y
34103480106229,2022-2023,23,56.52,N
34673143430311,2022-2023,152,69.74,N
34673140116897,2022-2023,2212,33.5,N
34673143432002,2022-2023,101,87.13,Y
34673146112254,2022-2023,230,45.65,N
34673143432572,2022-2023,1774,33.37,N
34673143430477,2022-2023,1676,69.21,N
34673143430873,2022-2023,2587,26.4,N
34673146032999,2022-2023,89,64.04,N
34673143430592,2022-2023,2231,41.51,N
34673143430352,2022-2023,359,57.1,N
34673140105916,2022-2023,2353,53.89,N
34673140000001,2022-2023,98,36.73,N
34673140108753,2022-2023,2520,23.29,N
34673143430329,2022-2023,132,70.45,N
34673140137281,2022-2023,315,71.75,N
34673143430618,2022-2023,2492,47.27,N
34673143430170,2022-2023,1612,65.51,N
34673303431533,2022-2023,1931,72.29,N
34673303433216,2022-2023,2718,15.01,N
34673303430709,2022-2023,84,46.43,N
34673300140699,2022-2023,48,39.58,N
34673303434792,2022-2023,88,84.09,Y
34673300000001,2022-2023,29,41.38,N
34673303430667,2022-2023,12,66.67,N
34673300113571,2022-2023,1745,5.9,N
34673303430501,2022-2023,196,34.69,N
34673553432903,2022-2023,63,84.13,Y
34673553433471,2022-2023,996,61.24,N
34673550119131,2022-2023,1004,46.61,N
34673550000001,2022-2023,3,66.67,N
34674130112078,2022-2023,64,51.56,N
34674135731708,2022-2023,203,61.08,N
34674133430550,2022-2023,4,75.0,Y
34674130000001,2022-2023,3,33.33,N
34674134835302,2022-2023,367,60.22,N
34674133430469,2022-2023,23,65.22,N
34674210137950,2022-2023,328,87.2,Y
34674210132019,2022-2023,46,82.61,Y
34674393430154,2022-2023,176,90.91,Y
34674390108951,2022-2023,195,71.79,N
34674393435419,2022-2023,2427,58.18,N
34674393430519,2022-2023,300,81.67,Y
34674390101899,2022-2023,195,45.13,N
34674393434636,2022-2023,1733,84.82,Y
34674393434768,2022-2023,1971,59.97,N
34674396061832,2022-2023,192,56.77,N
34674393431012,2022-2023,1603,84.34,Y
34674390101881,2022-2023,154,78.57,Y
34674390000001,2022-2023,97,73.2,N
34674390101972,2022-2023,1514,64.33,N
34674390102038,2022-2023,365,76.71,Y
34674390137406,2022-2023,643,89.11,Y
34674390114546,2022-2023,333,60.96,N
34674390101907,2022-2023,222,54.95,N
34674393430865,2022-2023,838,45.7,N
34674470121467,2022-2023,248,90.32,Y
34674473430493,2022-2023,1924,33.26,N
34674473431111,2022-2023,1116,41.85,N
34674473432051,2022-2023,1649,54.09,N
34674473432317,2022-2023,1246,56.26,N
34674473430386,2022-2023,132,50.0,N
34674473432838,2022-2023,663,95.63,Y
34674473430097,2022-2023,113,70.8,N
34674473430394,2022-2023,31,80.65,Y
34674476034664,2022-2023,145,50.34,N
34674470135772,2022-2023,86,22.09,N
34674473430048,2022-2023,888,64.19,N
34674473435930,2022-2023,1678,62.04,N
34674470000001,2022-2023,37,59.46,N
34674473430691,2022-2023,758,79.29,Y
34674476034938,2022-2023,32,40.62,N
34674473436714,2022-2023,1884,33.12,N
34674473430758,2022-2023,161,55.28,N
34674473438504,2022-2023,559,81.57,Y
34674473430717,2022-2023,3374,60.94,N
34739733430378,2022-2023,1312,52.13,N
34739733430451,2022-2023,99,71.72,N
34739730000001,2022-2023,4,25.0,N
34752833430626,2022-2023,119,79.83,Y
34752830102236,2022-2023,2266,50.62,N
34752830126060,2022-2023,394,54.82,N
34752833430659,2022-2023,542,25.09,N
34752833430584,2022-2023,1229,80.72,Y
34752830112425,2022-2023,621,41.38,N
34752830000001,2022-2023,9,55.56,N
34752830108860,2022-2023,249,42.97,N
34765050139584,2022-2023,2202,94.64,Y
34765050108837,2022-2023,335,82.99,Y
34765050108795,2022-2023,203,76.35,Y
34765053433265,2022-2023,1251,92.81,Y
34765050101832,2022-2023,459,94.55,Y
34765053433794,2022-2023,2040,92.11,Y
34765050108415,2022-2023,352,55.68,N
34765050130757,2022-2023,6747,98.68,Y
34765053434370,2022-2023,744,92.2,Y
34765053430634,2022-2023,514,92.8,Y
34765056069736,2022-2023,61,86.89,Y
34765050000001,2022-2023,33,81.82,Y
34765053430261,2022-2023,107,94.39,Y
34765053436979,2022-2023,1596,84.27,Y
34765050114272,2022-2023,157,81.53,Y
34765053430881,2022-2023,151,96.03,Y
35103550132308,2022-2023,10,80.0,Y
35103553530037,2022-2023,19,94.74,Y
35675383537008,2022-2023,3463,57.0,N
35675383530029,2022-2023,91,90.11,Y
35752593530060,2022-2023,276,61.23,N
36103630107466,2022-2023,372,91.4,Y
36103630140012,2022-2023,286,77.62,Y
36103633630761,2022-2023,1524,62.2,N
36103630115808,2022-2023,106,83.96,Y
36103633630431,2022-2023,114,100.0,Y
36103636069348,2022-2023,523,78.39,Y
36675870128462,2022-2023,255,83.92,Y
36676113630803,2022-2023,1584,70.64,N
36676110124628,2022-2023,8,75.0,Y
36676113630712,2022-2023,92,79.35,Y
36676110000001,2022-2023,2,100.0,Y
36676373631066,2022-2023,622,69.94,N
36676373630290,2022-2023,46,84.78,Y
36676523630225,2022-2023,2456,57.08,N
36676523630845,2022-2023,16,87.5,Y
36676520126243,2022-2023,102,55.88,N
36676523632205,2022-2023,3346,90.05,Y
36676523631157,2022-2023,2122,76.2,Y
36676523630373,2022-2023,3596,49.67,N
36676523631058,2022-2023,2837,35.57,N
36676523633906,2022-2023,2769,92.34,Y
36676520000001,2022-2023,87,70.11,N
36676523634482,2022-2023,2182,88.86,Y
36676523630571,2022-2023,3264,43.44,N
36676523637659,2022-2023,368,94.29,Y
36676783631587,2022-2023,35,100.0,Y
36676783631769,2022-2023,184,77.72,Y
36676783632502,2022-2023,1900,78.58,Y
36676783631017,2022-2023,2800,28.25,N
36676783631181,2022-2023,15,60.0,N
36676783630035,2022-2023,1506,80.48,Y
36676780000001,2022-2023,20,45.0,N
36676783630522,2022-2023,2617,24.3,N
36676863631322,2022-2023,1976,89.78,Y
36676863632742,2022-2023,1800,89.22,Y
36676860125500,2022-2023,1726,74.68,N
36676860000001,2022-2023,10,60.0,N
36676863636131,2022-2023,260,95.38,Y
36676863630399,2022-2023,96,88.54,Y
36677100141176,2022-2023,19,78.95,Y
36677103630480,2022-2023,387,90.96,Y
36677103630019,2022-2023,291,87.63,Y
36677103630555,2022-2023,2125,82.07,Y
36677103633302,2022-2023,2459,91.13,Y
36677103630902,2022-2023,1978,76.59,Y
36677100120758,2022-2023,1829,79.72,Y
36677100000001,2022-2023,17,64.71,N
36677100108191,2022-2023,2539,54.31,N
36677360116723,2022-2023,280,47.5,N
36677360128439,2022-2023,275,55.27,N
36677360139576,2022-2023,91,49.45,N
36677360130948,2022-2023,69,66.67,N
36677360136069,2022-2023,526,39.73,N
36677360136937,2022-2023,467,88.01,Y
36677773630217,2022-2023,138,86.96,Y
36677773636743,2022-2023,728,70.47,N
36677773638616,2022-2023,1264,72.63,N
36678013630266,2022-2023,18,88.89,Y
36678010132720,2022-2023,16,81.25,Y
36678013634169,2022-2023,293,71.67,N
36678270137174,2022-2023,150,86.67,Y
36678270137232,2022-2023,122,81.97,Y
36678270137182,2022-2023,479,79.96,Y
36678270137190,2022-2023,525,86.86,Y
