cds14,cupc_year,enroll_9_12,upp_pct,lcff_plus_flag
19647251930411,2016-2017,186,66.67,N
19647251934470,2016-2017,3003,88.58,Y
19647251934678,2016-2017,3280,58.9,N
19647251935758,2016-2017,3570,45.8,N
19647251936947,2016-2017,4220,66.47,N
19647251937176,2016-2017,177,90.4,Y
19647251939875,2016-2017,3739,66.52,N
19647251995539,2016-2017,683,42.46,N
19647251995570,2016-2017,804,77.11,Y
19647251995935,2016-2017,2542,88.43,Y
19647251996503,2016-2017,426,66.9,N
19647330100677,2016-2017,398,46.23,N
19647330100750,2016-2017,502,97.61,Y
19647330100776,2016-2017,267,85.02,Y
19647330100800,2016-2017,477,91.19,Y
19647330101196,2016-2017,669,77.43,Y
19647330101329,2016-2017,127,98.43,Y
19647330101659,2016-2017,162,95.06,Y
19647330101675,2016-2017,620,94.52,Y
19647330101683,2016-2017,176,65.34,N
19647330102137,2016-2017,79,100.0,Y
19647330102434,2016-2017,591,93.23,Y
19647330102541,2016-2017,416,89.66,Y
19647330102764,2016-2017,136,91.18,Y
19647330102913,2016-2017,367,82.02,Y
19647330102921,2016-2017,448,66.96,N
19647330106351,2016-2017,201,60.2,N
19647330106435,2016-2017,357,95.24,Y
19647330106831,2016-2017,602,86.54,Y
19647330106849,2016-2017,612,97.55,Y
19647330106864,2016-2017,538,96.47,Y
19647330106997,2016-2017,828,88.29,Y
19647330107003,2016-2017,1058,73.44,N
19647330107011,2016-2017,426,91.31,Y
19647330107755,2016-2017,979,61.39,N
19647330108878,2016-2017,794,47.48,N
19647330108894,2016-2017,609,96.39,Y
19647330108928,2016-2017,354,42.66,N
19647330108936,2016-2017,601,93.18,Y
19647330109322,2016-2017,27,96.3,Y
19647330109447,2016-2017,1923,93.19,Y
19647330109454,2016-2017,2121,92.5,Y
19647330109462,2016-2017,1354,91.73,Y
19647330109512,2016-2017,162,98.15,Y
19647330110304,2016-2017,229,99.56,Y
19647330110668,2016-2017,135,82.96,Y
19647330111484,2016-2017,102,98.04,Y
19647330111492,2016-2017,600,97.33,Y
19647330111500,2016-2017,439,95.22,Y
19647330111575,2016-2017,627,98.25,Y
19647330111583,2016-2017,618,96.6,Y
19647330111625,2016-2017,583,93.31,Y
19647330111641,2016-2017,553,95.12,Y
19647330111658,2016-2017,584,84.08,Y
19647330112029,2016-2017,453,93.6,Y
19647330112037,2016-2017,586,90.27,Y
19647330112045,2016-2017,1434,85.15,Y
19647330112052,2016-2017,1262,97.31,Y
19647330112508,2016-2017,552,92.21,Y
19647330112870,2016-2017,340,95.29,Y
19647330114850,2016-2017,1514,91.15,Y
19647330115030,2016-2017,180,88.33,Y
19647330115212,2016-2017,173,87.86,Y
19647330115253,2016-2017,243,95.06,Y
19647330116509,2016-2017,327,95.41,Y
19647330116954,2016-2017,40,100.0,Y
19647330117051,2016-2017,1200,97.33,Y
19647330117069,2016-2017,586,94.71,Y
19647330117077,2016-2017,288,98.26,Y
19647330117598,2016-2017,462,91.77,Y
19647330117606,2016-2017,523,89.1,Y
19647330117622,2016-2017,121,65.29,N
19647330117630,2016-2017,15,86.67,Y
19647330117721,2016-2017,433,94.23,Y
19647330117747,2016-2017,455,89.23,Y
19647330117762,2016-2017,452,92.92,Y
19647330117911,2016-2017,201,53.23,N
19647330118588,2016-2017,1586,96.6,Y
19647330119651,2016-2017,456,92.54,Y
19647330119685,2016-2017,355,91.27,Y
19647330119693,2016-2017,427,90.63,Y
19647330119727,2016-2017,1459,77.59,Y
19647330119966,2016-2017,996,90.36,Y
19647330120071,2016-2017,249,97.59,Y
19647330120360,2016-2017,348,60.34,N
19647330120808,2016-2017,87,97.7,Y
19647330121095,2016-2017,397,90.93,Y
19647330121285,2016-2017,503,98.01,Y
19647330121293,2016-2017,353,85.55,Y
19647330122275,2016-2017,216,91.2,Y
19647330122333,2016-2017,507,96.84,Y
19647330122341,2016-2017,424,89.15,Y
19647330122358,2016-2017,403,94.04,Y
19647330122366,2016-2017,354,94.92,Y
19647330122374,2016-2017,406,91.63,Y
19647330122382,2016-2017,394,91.12,Y
19647330122606,2016-2017,410,75.85,Y
19647330122721,2016-2017,232,91.81,Y
19647330123133,2016-2017,505,91.09,Y
19647330123141,2016-2017,286,95.45,Y
19647330124362,2016-2017,1163,67.84,N
19647330124370,2016-2017,501,86.23,Y
19647330124388,2016-2017,526,91.06,Y
19647330124396,2016-2017,463,80.35,Y
19647330124404,2016-2017,431,90.02,Y
19647330124412,2016-2017,254,97.64,Y
19647330124420,2016-2017,312,90.71,Y
19647330124479,2016-2017,1119,92.31,Y
19647330124487,2016-2017,542,94.28,Y
19647330124495,2016-2017,527,93.74,Y
19647330124503,2016-2017,474,95.78,Y
19647330124511,2016-2017,488,96.11,Y
19647330124529,2016-2017,678,83.78,Y
19647330124560,2016-2017,580,98.28,Y
19647330124883,2016-2017,537,96.83,Y
19647330124891,2016-2017,551,94.74,Y
19647330124933,2016-2017,418,78.95,Y
19647330124941,2016-2017,384,95.05,Y
19647330125864,2016-2017,508,79.92,Y
19647330125989,2016-2017,567,96.83,Y
19647330126136,2016-2017,528,93.75,Y
19647330126185,2016-2017,196,88.27,Y
19647330126474,2016-2017,293,91.81,Y
19647330126482,2016-2017,533,91.18,Y
19647330126490,2016-2017,502,92.83,Y
19647330126508,2016-2017,446,90.36,Y
19647330126516,2016-2017,703,90.47,Y
19647330126524,2016-2017,679,91.16,Y
19647330126532,2016-2017,638,93.57,Y
19647330126540,2016-2017,569,89.81,Y
19647330126557,2016-2017,490,88.98,Y
19647330126573,2016-2017,723,90.87,Y
19647330126615,2016-2017,559,76.57,Y
19647330126623,2016-2017,498,69.48,N
19647330127217,2016-2017,279,74.91,N
19647330127787,2016-2017,480,87.29,Y
19647330127795,2016-2017,474,92.41,Y
19647330127803,2016-2017,189,91.01,Y
19647330127852,2016-2017,216,82.87,Y
19647330127878,2016-2017,295,93.22,Y
19647330127894,2016-2017,455,87.69,Y
19647330127910,2016-2017,465,97.42,Y
19647330128355,2016-2017,17,41.18,N
19647330129536,2016-2017,199,94.47,Y
19647330129585,2016-2017,619,95.32,Y
19647330129627,2016-2017,239,88.7,Y
19647330129775,2016-2017,544,93.2,Y
19647330130997,2016-2017,288,99.31,Y
19647330131821,2016-2017,87,91.95,Y
19647330132027,2016-2017,206,94.17,Y
19647330132084,2016-2017,49,89.8,Y
19647330132126,2016-2017,148,85.14,Y
19647330132282,2016-2017,218,93.58,Y
19647330133272,2016-2017,435,84.6,Y
19647330133280,2016-2017,93,74.19,N
19647330133298,2016-2017,261,84.67,Y
19647330133603,2016-2017,52,82.69,Y
19647330133868,2016-2017,74,91.89,Y
19647331930064,2016-2017,90,95.56,Y
19647331930296,2016-2017,152,96.05,Y
19647331930387,2016-2017,473,85.62,Y
19647331930403,2016-2017,66,93.94,Y
19647331930429,2016-2017,112,82.14,Y
19647331930486,2016-2017,46,86.96,Y
19647331930551,2016-2017,164,93.29,Y
19647331930577,2016-2017,52,92.31,Y
19647331930619,2016-2017,125,92.0,Y
19647331930650,2016-2017,2017,87.85,Y
19647331930692,2016-2017,87,100.0,Y
19647331930734,2016-2017,90,85.56,Y
19647331930783,2016-2017,85,84.71,Y
19647331930791,2016-2017,37,89.19,Y
19647331930866,2016-2017,2953,91.26,Y
19647331930924,2016-2017,994,92.96,Y
19647331930940,2016-2017,107,95.33,Y
19647331930973,2016-2017,104,90.38,Y
19647331931047,2016-2017,3161,86.43,Y
19647331931336,2016-2017,77,71.43,N
19647331931377,2016-2017,81,92.59,Y
19647331931385,2016-2017,76,94.74,Y
19647331931393,2016-2017,69,94.2,Y
19647331931435,2016-2017,69,94.2,Y
19647331931450,2016-2017,69,97.1,Y
19647331931468,2016-2017,116,94.83,Y
19647331931476,2016-2017,1408,89.28,Y
19647331931484,2016-2017,69,94.2,Y
19647331931500,2016-2017,105,92.38,Y
19647331931518,2016-2017,71,85.92,Y
19647331931526,2016-2017,1439,74.64,N
19647331931534,2016-2017,139,92.81,Y
19647331931559,2016-2017,115,96.52,Y
19647331931633,2016-2017,145,84.14,Y
19647331931658,2016-2017,81,96.3,Y
19647331931682,2016-2017,73,97.26,Y
19647331931690,2016-2017,118,83.05,Y
19647331931708,2016-2017,1936,73.66,N
19647331931716,2016-2017,186,74.19,N
19647331931856,2016-2017,66,75.76,Y
19647331931864,2016-2017,3198,68.48,N
19647331931930,2016-2017,76,98.68,Y
19647331931955,2016-2017,72,88.89,Y
19647331931971,2016-2017,74,95.95,Y
19647331931989,2016-2017,71,94.37,Y
19647331931997,2016-2017,112,94.64,Y
19647331932128,2016-2017,846,95.86,Y
19647331932250,2016-2017,63,96.83,Y
19647331932318,2016-2017,74,85.14,Y
19647331932334,2016-2017,114,86.84,Y
19647331932342,2016-2017,68,94.12,Y
19647331932383,2016-2017,1023,88.17,Y
19647331932391,2016-2017,69,75.36,Y
19647331932540,2016-2017,1721,64.32,N
19647331932623,2016-2017,3660,26.69,N
19647331932821,2016-2017,69,98.55,Y
19647331932847,2016-2017,922,59.76,N
19647331932888,2016-2017,1034,76.5,Y
19647331932920,2016-2017,1922,85.38,Y
19647331932987,2016-2017,2806,89.49,Y
19647331933001,2016-2017,1570,82.29,Y
19647331933043,2016-2017,1355,89.67,Y
19647331933118,2016-2017,1990,94.27,Y
19647331933233,2016-2017,1020,57.55,N
19647331933241,2016-2017,1506,89.77,Y
19647331933381,2016-2017,2531,90.0,Y
19647331933746,2016-2017,4662,48.41,N
19647331933795,2016-2017,1873,82.7,Y
19647331933852,2016-2017,2719,70.91,N
19647331934033,2016-2017,1515,86.8,Y
19647331934157,2016-2017,1595,90.53,Y
19647331934371,2016-2017,777,89.58,Y
19647331934454,2016-2017,501,91.02,Y
19647331935121,2016-2017,1005,93.53,Y
19647331935352,2016-2017,1271,93.31,Y
19647331935519,2016-2017,1469,93.4,Y
19647331935568,2016-2017,2360,77.16,Y
19647331935717,2016-2017,257,75.1,Y
19647331935865,2016-2017,2230,90.45,Y
19647331936160,2016-2017,2367,84.58,Y
19647331936350,2016-2017,2520,76.27,Y
19647331937085,2016-2017,58,96.55,Y
19647331937226,2016-2017,1566,86.59,Y
19647331937424,2016-2017,1475,97.15,Y
19647331937622,2016-2017,2006,93.52,Y
19647331937838,2016-2017,2516,68.8,N
19647331938307,2016-2017,2832,88.59,Y
19647331938554,2016-2017,1777,90.83,Y
19647331938612,2016-2017,2401,70.26,N
19647331938885,2016-2017,1658,75.75,Y
19647331938968,2016-2017,2617,77.72,Y
19647331939040,2016-2017,1967,75.9,Y
19647331939107,2016-2017,1357,77.52,Y
19647331939305,2016-2017,958,86.12,Y
19647331939479,2016-2017,1037,72.23,N
19647331939784,2016-2017,277,90.25,Y
19647331939859,2016-2017,1517,94.0,Y
19647331939941,2016-2017,2133,79.42,Y
19647331995448,2016-2017,1847,81.16,Y
19647331995794,2016-2017,305,99.02,Y
19647331995836,2016-2017,2982,29.95,N
19647331996073,2016-2017,217,95.85,Y
19647331996115,2016-2017,1405,76.51,Y
19647331996610,2016-2017,254,85.43,Y
19647336016885,2016-2017,762,90.03,Y
19647336019475,2016-2017,322,93.79,Y
19647336019715,2016-2017,698,96.13,Y
19647336058002,2016-2017,812,91.01,Y
19647336060461,2016-2017,88,94.32,Y
19647336060495,2016-2017,187,86.63,Y
19647336060503,2016-2017,158,77.85,Y
19647336060511,2016-2017,46,78.26,Y
19647336060529,2016-2017,74,90.54,Y
19647336060545,2016-2017,278,95.32,Y
19647336061451,2016-2017,783,92.85,Y
19647336061600,2016-2017,318,90.88,Y
19647336069157,2016-2017,221,82.35,Y
19647336116750,2016-2017,451,81.82,Y
19647336119945,2016-2017,290,87.59,Y
19647740109538,2016-2017,1778,90.16,Y
19647740114777,2016-2017,131,93.13,Y
19647740127845,2016-2017,33,81.82,Y
19647741935428,2016-2017,214,94.39,Y
19647741935436,2016-2017,2228,94.08,Y
19647746020267,2016-2017,1,100.0,Y
19647901935899,2016-2017,84,80.95,Y
19647901935923,2016-2017,1672,52.87,N
19647901996404,2016-2017,35,42.86,N
19648080124552,2016-2017,573,78.18,Y
19648081930155,2016-2017,2803,64.15,N
19648081930825,2016-2017,2899,92.1,Y
19648081935998,2016-2017,2618,86.55,Y
19648081938927,2016-2017,323,75.23,Y
19648081996388,2016-2017,72,86.11,Y
19648401933647,2016-2017,1346,81.8,Y
19648401934728,2016-2017,1992,48.34,N
19648401936467,2016-2017,2076,84.06,Y
19648401936475,2016-2017,260,78.46,Y
19648570112714,2016-2017,1045,88.04,Y
19648570125377,2016-2017,741,78.54,Y
19648576119580,2016-2017,241,79.67,Y
19648651933308,2016-2017,69,21.74,N
19648651995588,2016-2017,2426,9.03,N
19648651996552,2016-2017,1689,4.2,N
19648731936749,2016-2017,4762,93.2,Y
19648731936756,2016-2017,253,91.3,Y
19648731996107,2016-2017,21,100.0,Y
19648810113464,2016-2017,241,31.54,N
19648810113472,2016-2017,1,0.0,N
19648810117440,2016-2017,165,65.45,N
19648810118075,2016-2017,235,89.79,Y
19648811931062,2016-2017,615,71.06,N
19648811931674,2016-2017,1123,56.72,N
19648811936103,2016-2017,897,78.71,Y
19648811936806,2016-2017,207,71.5,N
19648811936822,2016-2017,1777,60.27,N
19649070115170,2016-2017,257,73.54,N
19649071933175,2016-2017,1032,90.02,Y
19649071933324,2016-2017,1763,91.04,Y
19649071936772,2016-2017,242,83.06,Y
19649071937028,2016-2017,1318,87.1,Y
19649071995547,2016-2017,11,90.91,Y
19649071995901,2016-2017,1694,58.74,N
19649071996495,2016-2017,332,92.77,Y
19649076061634,2016-2017,470,91.28,Y
19649076061642,2016-2017,231,86.15,Y
19649641937754,2016-2017,1119,9.74,N
19649801933373,2016-2017,78,58.97,N
19649801938000,2016-2017,2824,29.82,N
19649801995737,2016-2017,627,10.37,N
19650291938455,2016-2017,1486,17.97,N
19650521938679,2016-2017,2078,43.6,N
19650521995745,2016-2017,35,77.14,Y
19650521995976,2016-2017,9,44.44,N
19650600110320,2016-2017,21,52.38,N
19650601936277,2016-2017,1833,42.28,N
19650601938083,2016-2017,144,52.08,N
19650601938356,2016-2017,2028,19.48,N
19650601938752,2016-2017,2022,33.73,N
19650601939602,2016-2017,2050,22.29,N
19650940112706,2016-2017,1084,55.44,N
19650940122432,2016-2017,861,59.7,N
19650940130005,2016-2017,33,81.82,Y
19650941938513,2016-2017,124,71.77,N
19650941939537,2016-2017,2286,62.69,N
19651281930338,2016-2017,428,78.74,Y
19651281931302,2016-2017,2818,75.05,Y
19651281934868,2016-2017,2731,47.82,N
19651281936889,2016-2017,1413,85.56,Y
19651281937903,2016-2017,2321,74.11,N
19651281939701,2016-2017,1938,74.1,N
19651281995653,2016-2017,313,68.05,N
19651360102459,2016-2017,2177,48.23,N
19651360102475,2016-2017,2391,11.67,N
19651360112359,2016-2017,36,44.44,N
19651360114439,2016-2017,1775,88.96,Y
19651360117234,2016-2017,273,16.85,N
19651360121731,2016-2017,291,5.15,N
19651361931492,2016-2017,2243,38.39,N
19651361931740,2016-2017,2385,15.43,N
19651361932532,2016-2017,139,7.91,N
19651361933902,2016-2017,2260,34.34,N
19651361934421,2016-2017,472,55.93,N
19651361995802,2016-2017,3052,13.4,N
19651361996263,2016-2017,1069,71.84,N
19651361996321,2016-2017,407,9.09,N
19734370132969,2016-2017,197,68.53,N
19734371931567,2016-2017,950,87.58,Y
19734371931963,2016-2017,1673,89.18,Y
19734371932326,2016-2017,1827,87.9,Y
19734371995695,2016-2017,628,86.15,Y
19734371996040,2016-2017,18,100.0,Y
19734371996057,2016-2017,11,81.82,Y
19734450125351,2016-2017,20,55.0,N
19734451933316,2016-2017,65,80.0,Y
19734451934801,2016-2017,1178,85.99,Y
19734451935246,2016-2017,1846,65.38,N
19734451938935,2016-2017,83,79.52,Y
19734451939834,2016-2017,1555,55.31,N
19734451939925,2016-2017,1152,84.81,Y
19734451996560,2016-2017,6,66.67,N
19734520111070,2016-2017,5,100.0,Y
19734520120600,2016-2017,169,46.15,N
19734521930106,2016-2017,170,89.41,Y
19734521936228,2016-2017,1949,82.81,Y
19734521937564,2016-2017,2188,58.73,N
19734601932862,2016-2017,3042,16.37,N
19734601937747,2016-2017,39,56.41,N
19734601939149,2016-2017,2637,21.58,N
19752911995810,2016-2017,1812,58.66,N
19752911996016,2016-2017,953,74.08,N
19752911996081,2016-2017,51,78.43,Y
19753090127100,2016-2017,940,88.72,Y
19753090129411,2016-2017,99,27.27,N
19753090129742,2016-2017,346,44.51,N
19753090130955,2016-2017,22,86.36,Y
19753090131383,2016-2017,121,74.38,N
19753090131557,2016-2017,13,23.08,N
19753090131987,2016-2017,497,17.91,N
19753090132654,2016-2017,367,48.23,N
19753090134585,2016-2017,12,66.67,N
19753090134619,2016-2017,11,90.91,Y
19753090135145,2016-2017,200,63.5,N
19753091995786,2016-2017,359,35.93,N
19753331935808,2016-2017,2514,5.37,N
19753410116285,2016-2017,6,50.0,N
19753411937143,2016-2017,2871,18.11,N
19753411995752,2016-2017,56,33.93,N
19756636120158,2016-2017,394,21.07,N
19756971996693,2016-2017,424,69.1,N
19757131930122,2016-2017,116,67.24,N
19757131930163,2016-2017,2512,73.21,N
19757131934553,2016-2017,2281,56.6,N
19757131937697,2016-2017,2216,79.74,Y
19757131995430,2016-2017,89,59.55,N
19764970115725,2016-2017,256,96.09,Y
19768690119016,2016-2017,541,39.74,N
19768690119636,2016-2017,588,46.43,N
19768690131128,2016-2017,271,48.71,N
19768850132928,2016-2017,97,96.91,Y
19769680109926,2016-2017,240,95.83,Y
19769920133900,2016-2017,112,94.64,Y
20102070117184,2016-2017,339,91.74,Y
20102072030054,2016-2017,10,80.0,Y
20102072030153,2016-2017,36,100.0,Y
20102072030229,2016-2017,163,82.21,Y
20102076077200,2016-2017,159,72.96,N
20652012030047,2016-2017,22,81.82,Y
20652012032357,2016-2017,1051,61.08,N
20652430110965,2016-2017,3047,91.24,Y
20652430118950,2016-2017,63,71.43,N
20652430123414,2016-2017,21,100.0,Y
20652430123620,2016-2017,160,98.12,Y
20652430131086,2016-2017,36,100.0,Y
20652432035640,2016-2017,122,88.52,Y
20652432035707,2016-2017,2098,76.79,Y
20755800110395,2016-2017,4,75.0,Y
20755800110403,2016-2017,20,100.0,Y
20755800111443,2016-2017,8,25.0,N
20755800123315,2016-2017,5,80.0,Y
20755802030161,2016-2017,10,100.0,Y
20755802030203,2016-2017,595,30.08,N
20756060100180,2016-2017,13,100.0,Y
20756060117010,2016-2017,204,43.63,N
20756060125021,2016-2017,260,29.62,N
20756060132936,2016-2017,55,60.0,N
20756066113948,2016-2017,2,100.0,Y
20764140115527,2016-2017,5,80.0,Y
20764140115550,2016-2017,10,40.0,N
20764142030013,2016-2017,690,40.87,N
20764142030039,2016-2017,21,71.43,N
20764142030070,2016-2017,2,50.0,N
20764142030104,2016-2017,42,61.9,N
20764142030237,2016-2017,112,34.82,N
21102150113183,2016-2017,16,100.0,Y
21102152130037,2016-2017,42,59.52,N
21102152130102,2016-2017,15,86.67,Y
21102156069504,2016-2017,46,8.7,N
21654172130045,2016-2017,53,7.55,N
21654172132264,2016-2017,70,67.14,N
21654172132272,2016-2017,1378,33.38,N
21654172133056,2016-2017,1051,19.51,N
21654662133254,2016-2017,70,78.57,Y
21654662133262,2016-2017,1294,63.06,N
21654662134005,2016-2017,1155,36.88,N
21654822130078,2016-2017,108,7.41,N
21654822131340,2016-2017,1141,8.33,N
21654822132587,2016-2017,1809,6.25,N
21654822133692,2016-2017,1527,8.45,N
21654822134419,2016-2017,82,28.05,N
21733612134310,2016-2017,155,63.87,N
22102236105308,2016-2017,12,66.67,N
22655322230035,2016-2017,12,75.0,Y
22655322230068,2016-2017,29,34.48,N
22655322230076,2016-2017,3,66.67,N
22655322230084,2016-2017,3,100.0,Y
22655322235356,2016-2017,505,46.14,N
23102312330124,2016-2017,18,100.0,Y
23102312330447,2016-2017,45,84.44,Y
23655402330058,2016-2017,13,76.92,Y
23655402330900,2016-2017,153,71.24,N
23655576116669,2016-2017,17,47.06,N
23655650123737,2016-2017,22,72.73,N
23655652330215,2016-2017,25,76.0,Y
23655652330355,2016-2017,27,88.89,Y
23655652331361,2016-2017,483,54.45,N
23655812330090,2016-2017,14,42.86,N
23655812330306,2016-2017,5,20.0,N
23655812333185,2016-2017,180,25.56,N
23655992330108,2016-2017,3,33.33,N
23655992333649,2016-2017,145,56.55,N
23656072330033,2016-2017,15,40.0,N
23656072334563,2016-2017,89,51.69,N
23656076025175,2016-2017,1,0.0,N
23656150128280,2016-2017,94,43.62,N
23656152330413,2016-2017,88,39.77,N
23656152330454,2016-2017,71,85.92,Y
23656152334704,2016-2017,141,85.11,Y
23656152335024,2016-2017,1601,62.4,N
23656156114581,2016-2017,1,100.0,Y
23656230112300,2016-2017,28,71.43,N
23656232330066,2016-2017,50,92.0,Y
23656232330314,2016-2017,32,46.88,N
23656232330363,2016-2017,48,66.67,N
23656232335487,2016-2017,411,74.21,N
23738662330041,2016-2017,73,67.12,N
23739162330223,2016-2017,1,100.0,Y
23739162332260,2016-2017,120,66.67,N
23752182330207,2016-2017,11,18.18,N
23752182332724,2016-2017,17,76.47,Y
24102490106518,2016-2017,85,70.59,N
24102492430056,2016-2017,51,100.0,Y
24102492430148,2016-2017,213,88.26,Y
24102492430163,2016-2017,75,89.33,Y
24102492430171,2016-2017,61,96.72,Y
24102496068498,2016-2017,32,96.88,Y
24102496069199,2016-2017,119,92.44,Y
24656982430080,2016-2017,38,68.42,N
24656982430106,2016-2017,8,37.5,N
24656982432409,2016-2017,666,53.6,N
24657302430064,2016-2017,40,82.5,Y
24657302433001,2016-2017,463,79.48,Y
24657550119073,2016-2017,103,62.14,N
24657550120923,2016-2017,1652,80.57,Y
24657552431492,2016-2017,98,87.76,Y
24657552434207,2016-2017,1364,62.32,N
24657890107672,2016-2017,119,95.8,Y
24657890127373,2016-2017,1627,69.15,N
24657892430049,2016-2017,36,83.33,Y
24657892430098,2016-2017,1729,80.28,Y
24657892430205,2016-2017,1818,68.15,N
24657892430601,2016-2017,1850,79.14,Y
24657892433605,2016-2017,1195,84.02,Y
24657892435204,2016-2017,1697,73.25,N
24657892439602,2016-2017,304,91.78,Y
24736192430031,2016-2017,22,72.73,N
24736192431807,2016-2017,614,67.92,N
24753172430015,2016-2017,38,97.37,Y
24753172431203,2016-2017,683,90.19,Y
24753660114538,2016-2017,18,44.44,N
24753662430114,2016-2017,705,81.99,Y
24753662430197,2016-2017,34,79.41,Y
25102562530038,2016-2017,13,100.0,Y
25102566069314,2016-2017,4,75.0,Y
25658962537702,2016-2017,24,66.67,N
25735852530020,2016-2017,11,90.91,Y
25735852530111,2016-2017,1,100.0,Y
25735852535409,2016-2017,236,44.92,N
25735932530087,2016-2017,8,100.0,Y
25735934737250,2016-2017,140,67.86,N
26102640124990,2016-2017,280,99.64,Y
26102640126698,2016-2017,85,83.53,Y
26102640128645,2016-2017,3,66.67,N
26102642630028,2016-2017,15,53.33,N
26736682633006,2016-2017,68,51.47,N
26736682635001,2016-2017,24,50.0,N
26736922630010,2016-2017,358,51.4,N
