campus,ceeb,cds14,school_name,city,county,applicants_2325,admits_2325,admit_rate_2325,ela_pct_met_avg,math_pct_met_avg,avg_pct_met,upp_pct_2425,lcff_plus,ag_cohort_2425,ag_met_2425,admits_per_eligible,match_method,match_score
San Diego,052650,39686503935756,RIPON HIGH SCHOOL,Ripon,San Joaquin,47,17,36.17,65.75,42.13,53.94,27.69,N,264,140,0.1214,fuzzy_name_county,1.00
San Diego,053597,48705734830089,WILL C WOOD HIGH SCHOOL,Vacaville,Solano,47,12,25.53,51.46,17.53,34.5,59.66,N,420,189,0.0635,fuzzy_name_county,1.00
San Diego,053425,39686763932654,FRANKLIN HIGH SCHOOL,Stockton,San Joaquin,46,17,36.96,32.07,9.44,20.75,82.29,Y,510,128,0.1328,fuzzy_name_county,1.00
San Diego,053557,27754402730190,SOLEDAD HIGH SCHOOL,Soledad,Monterey,46,17,36.96,43.69,9.2,26.44,85.58,Y,398,144,0.1181,fuzzy_name_county,1.00
San Diego,054474,30768930130765,MAGNOLIA SCIENCE ACADEMY-SANTA ANA,Santa Ana,Orange,46,27,58.7,61.11,33.33,47.22,71.81,N,38,0,,fuzzy_name_county,1.00
San Diego,054553,07100740114470,MAKING WAVES ACADEMY,Richmond,Contra Costa,46,17,36.96,51.76,14.12,32.94,83.09,Y,143,134,0.1269,fuzzy_name_county,1.00
San Diego,052430,50712175036256,PATTERSON HIGH SCHOOL,Patterson,Stanislaus,46,13,28.26,57.79,19.74,38.76,76.67,Y,419,179,0.0726,fuzzy_name_county,1.00
San Diego,053537,31669443130010,NORTH TAHOE HIGH SCHOOL,Tahoe City,Placer,46,10,21.74,64.07,36.9,50.48,37.61,N,124,82,0.122,fuzzy_name_county,1.00
San Diego,053900,37683383731247,KEARNY SCH BIOMED SCIENCE TECH,San Diego,San Diego,46,27,58.7,71.94,35.04,53.49,47.82,N,103,97,0.2784,fuzzy_name_county,0.94
San Diego,050550,15737421531367,SHERMAN E BURROUGHS HS,Ridgecrest,Kern,45,11,24.44,63.27,28.64,45.96,53.91,N,346,59,0.1864,fuzzy_name_county,1.00
San Diego,051113,27660682730174,GREENFIELD HIGH SCHOOL,Greenfield,Monterey,45,20,44.44,51.24,10.93,31.08,86.19,Y,274,92,0.2174,fuzzy_name_county,1.00
San Diego,052284,34674473431111,CASA ROBLE FUNDAMENTAL HS,Orangevale,Sacramento,45,10,22.22,49.1,18.36,33.73,50.0,N,256,156,0.0641,fuzzy_name_county,1.00
San Diego,053014,19647331937226,MAGNOLIA SCIENCE ACADEMY - 1 RESEDA,Reseda,Los Angeles,45,14,31.11,42.8,14.18,28.49,89.61,Y,345,190,0.0737,fuzzy_name_county,0.94
San Diego,054280,15634120116384,ROBERT F KENNEDY HIGH SCHOOL,Delano,Kern,45,22,48.89,64.01,27.58,45.8,90.24,Y,327,204,0.1078,fuzzy_name_county,1.00
San Diego,054507,37683380118851,KING-CHAVEZ COMMUNITY HIGH SCHOOL,San Diego,San Diego,45,22,48.89,35.48,4.84,20.16,97.79,Y,62,36,0.6111,fuzzy_name_county,1.00
San Diego,053849,49738824930384,TECHNOLOGY HIGH SCHOOL,Rohnert Park,Sonoma,45,8,17.78,94.01,71.39,82.7,28.57,N,82,64,0.125,fuzzy_name_county,1.00
San Diego,051620,19647330124487,PUBLIC SERVICE COMMUNITY SCHOO,Los Angeles,Los Angeles,44,23,52.27,47.8,27.49,37.64,98.91,Y,114,79,0.2911,hand_verified,0.95
San Diego,051899,39685933932001,EAST UNION HIGH SCHOOL,Manteca,San Joaquin,44,13,29.55,47.92,15.88,31.9,68.37,N,368,102,0.1275,fuzzy_name_county,1.00
San Diego,052782,34752833430584,NATOMAS HIGH SCHOOL,Sacramento,Sacramento,44,22,50.0,38.99,6.97,22.98,81.16,Y,249,106,0.2075,fuzzy_name_county,1.00
San Diego,052826,37683383730751,MOUNT EVEREST ACADEMY,San Diego,San Diego,44,12,27.27,88.46,65.4,76.93,19.67,N,35,25,0.48,fuzzy_name_county,0.87
San Diego,054555,19647330124370,CHAVEZ LA ARTES,San Fernando,Los Angeles,44,12,27.27,65.12,22.1,43.61,86.0,Y,64,56,0.2143,hand_verified,0.98
San Diego,054636,19647330123133,ALLIANCE SMIDT TECHNOLOGY HIGH,Los Angeles,Los Angeles,44,28,63.64,42.65,17.91,30.28,97.49,Y,71,65,0.4308,fuzzy2_token,0.80
San Diego,052710,34674473432317,EL CAMINO FUNDAMENTAL HS,Sacramento,Sacramento,44,15,34.09,50.24,18.35,34.3,61.83,N,266,136,0.1103,fuzzy_name_county,1.00
San Diego,050583,19734451939925,WILLIAM WORKMAN HIGH SCHOOL,City Of Industry,Los Angeles,43,20,46.51,39.92,23.82,31.87,88.66,Y,172,62,0.3226,fuzzy_name_county,1.00
San Diego,050819,09618530930164,UNION MINE HIGH SCHOOL,El Dorado,El Dorado,43,14,32.56,59.05,28.03,43.54,41.14,N,243,115,0.1217,fuzzy_name_county,1.00
San Diego,051040,43694844332839,GILROY HIGH SCHOOL,Gilroy,Santa Clara,43,13,30.23,44.09,15.08,29.58,68.29,N,353,169,0.0769,fuzzy_name_county,1.00
San Diego,051128,16639251630169,HANFORD WEST HIGH SCHOOL,Hanford,Kings,43,23,53.49,49.32,16.82,33.07,79.11,Y,309,129,0.1783,fuzzy_name_county,1.00
San Diego,051548,19647330133298,PUC CALS MIDDLE AND EARLY COLL,Los Angeles,Los Angeles,43,20,46.51,75.0,31.58,53.29,94.92,Y,47,41,0.4878,fuzzy_name_county,0.95
San Diego,054030,19647336058002,ROBERT FULTON COLLEGE PREP SCH,Van Nuys,Los Angeles,43,16,37.21,40.42,15.67,28.05,95.19,Y,135,102,0.1569,fuzzy2_token,0.80
San Diego,054826,19647330129585,NAVA COLLEGE PREP ACADEMY,Los Angeles,Los Angeles,43,14,32.56,47.72,16.25,31.98,99.33,Y,132,88,0.1591,fuzzy_name_county,0.94
San Diego,050175,31668943135704,PLACER HIGH SCHOOL,Auburn,Placer,43,15,34.88,70.85,30.5,50.67,33.44,N,314,196,0.0765,fuzzy_name_county,1.00
San Diego,053878,41690620112722,SUMMIT PREPARATORY CHARTER HIG,Redwood City,San Mateo,43,11,25.58,46.32,16.84,31.58,73.04,N,101,95,0.1158,fuzzy_name_county,0.94
San Diego,052205,01612590125716,FREMONT HIGH SCHOOL,Oakland,Alameda,42,19,45.24,12.28,1.7,6.99,99.49,Y,263,136,0.1397,fuzzy_name_county,1.00
San Diego,051340,36678683635265,RIM OF THE WORLD HIGH SCHOOL,Lake Arrowhead,San Bernardino,42,15,35.71,49.68,18.1,33.89,62.56,N,220,95,0.1579,fuzzy_name_county,1.00
San Diego,051652,19647336019475,USC MEDIA & ENGINEERING MAGNET SCH,Los Angeles,Los Angeles,41,27,65.85,71.39,23.69,47.54,85.55,Y,59,54,0.5,gardiner_seed,1.00
San Diego,051994,50711755030135,JOHANSEN HIGH SCHOOL,Modesto,Stanislaus,41,17,41.46,43.46,12.42,27.94,83.59,Y,503,177,0.096,fuzzy_name_county,0.94
San Diego,052290,54718605433230,OROSI HIGH SCHOOL,Orosi,Tulare,41,16,39.02,59.24,17.23,38.23,96.84,Y,200,84,0.1905,fuzzy_name_county,1.00
San Diego,053107,43694274335428,WILLIAM C OVERFELT HIGH SCHOOL,San Jose,Santa Clara,41,10,24.39,40.72,10.51,25.62,80.56,Y,329,108,0.0926,fuzzy_name_county,1.00
San Diego,053216,37683380107078,KEARNY DIGITAL MEDIA & DESIGN,San Diego,San Diego,41,13,31.71,70.06,21.27,45.66,74.5,N,80,57,0.2281,fuzzy_name_county,1.00
San Diego,054787,19647336061600,SUN VALLEY MAGNET SCHOOL,Sun Valley,Los Angeles,41,22,53.66,60.59,20.68,40.64,93.17,Y,89,74,0.2973,fuzzy_name_county,1.00
San Diego,054770,19647330129627,TEACH TECH CHARTER HIGH SCHOOL,Los Angeles,Los Angeles,41,18,43.9,56.47,12.94,34.7,93.66,Y,98,91,0.1978,fuzzy_name_county,1.00
San Diego,050910,48705404830451,ARMIJO HIGH SCHOOL,Fairfield,Solano,40,11,27.5,32.42,14.19,23.31,82.81,Y,467,136,0.0809,fuzzy_name_county,1.00
San Diego,051540,19647331930924,BELMONT HIGH SCHOOL,Los Angeles,Los Angeles,40,16,40.0,26.3,10.06,18.18,97.72,Y,237,97,0.1649,fuzzy_name_county,1.00
San Diego,053972,01612590135905,OAKLAND MILITARY INST COL PREP,Oakland,Alameda,40,13,32.5,37.28,18.41,27.84,90.5,Y,372,201,0.0647,fuzzy_name_county,0.94
San Diego,054044,49709040101923,ROSELAND UNIVERSITY PREP,Santa Rosa,Sonoma,40,16,40.0,55.56,25.13,40.34,91.1,Y,169,60,0.2667,hand_verified,0.65
San Diego,054735,19101990112128,ASPIRE OLLIN UNIV PREP ACDMY,Huntington Park,Los Angeles,40,21,52.5,50.67,17.57,34.12,98.49,Y,79,75,0.28,fuzzy2_token,0.80
San Diego,054271,51714150129007,CALIFORNIA VIRTUAL ACADEMY LA,Simi Valley,Ventura,40,9,22.5,57.48,23.44,40.46,67.76,N,153,19,0.4737,fuzzy2_token,0.80
San Diego,050358,43696740135970,MISSION EARLY COLLEGE HIGH SCH,Santa Clara,Santa Clara,39,11,28.21,84.89,50.14,67.51,34.43,N,58,56,0.1964,fuzzy_name_county,0.94
San Diego,050591,34674473430717,VISIONS IN EDUCATION,Carmichael,Sacramento,39,9,23.08,52.5,26.06,39.28,61.78,N,1542,189,0.0476,fuzzy_name_county,1.00
San Diego,050937,10738091030121,FIREBAUGH HIGH SCHOOL,Firebaugh,Fresno,39,19,48.72,65.57,13.4,39.48,84.99,Y,158,63,0.3016,fuzzy_name_county,1.00
San Diego,051621,19647330124511,PERFORMING ARTS COMMUNITY SCHO,Los Angeles,Los Angeles,39,17,43.59,40.19,12.76,26.47,98.58,Y,129,85,0.2,hand_verified,0.95
San Diego,052141,34739733430378,CENTER HIGH SCHOOL,Antelope,Sacramento,39,12,30.77,54.35,28.09,41.22,55.49,N,315,101,0.1188,fuzzy_name_county,1.00
San Diego,053329,49709204935292,PINER HIGH SCHOOL,Santa Rosa,Sonoma,39,13,33.33,42.55,10.7,26.62,73.01,N,346,90,0.1444,fuzzy_name_county,1.00
San Diego,054247,19769680109926,ACADEMIA AVANCE CHARTER SCHOOL,Los Angeles,Los Angeles,39,12,30.77,52.5,2.44,27.47,85.61,Y,59,42,0.2857,fuzzy_name_county,1.00
San Diego,054847,07617960735902,ASPIRE RICHMOND CA COLG PREP,Richmond,Contra Costa,39,18,46.15,36.83,6.78,21.8,97.66,Y,373,89,0.2022,fuzzy_name_county,0.94
San Diego,053599,39685853930443,MIDDLE COLLEGE HIGH SCHOOL,Stockton,San Joaquin,39,11,28.21,96.88,69.48,83.18,53.64,N,76,67,0.1642,fuzzy_name_county,1.00
San Diego,051152,01611920138339,TENNYSON HIGH SCHOOL,Hayward,Alameda,38,22,57.89,25.53,7.64,16.58,93.12,Y,390,78,0.2821,fuzzy_name_county,1.00
San Diego,054053,19647330112029,M C LEARNING COMPLX-SCH OF BUS&TRSM,Los Angeles,Los Angeles,38,10,26.32,64.21,24.13,44.17,99.49,Y,76,42,0.2381,hand_verified,0.95
San Diego,054249,19647330117069,HELEN BERNSTEIN HIGH SCHOOL,Hollywood,Los Angeles,38,19,50.0,28.36,12.53,20.45,94.74,Y,218,74,0.2568,fuzzy_name_county,1.00
San Diego,050825,34673143432572,ELK GROVE HIGH SCHOOL,Elk Grove,Sacramento,38,8,21.05,53.5,30.57,42.03,48.69,N,414,180,0.0444,fuzzy_name_county,1.00
San Diego,052000,50711755031802,THOMAS DOWNEY HIGH SCHOOL,Modesto,Stanislaus,38,16,42.11,42.44,16.41,29.43,78.15,Y,491,169,0.0947,fuzzy_name_county,1.00
San Diego,051214,19647330122721,ASPIRE PACIFIC ACADEMY,Huntington Park,Los Angeles,37,22,59.46,50.0,21.33,35.66,98.31,Y,72,65,0.3385,fuzzy_name_county,1.00
San Diego,051605,19647331939305,GEORGE WASHINGTON PREPARATORY,Los Angeles,Los Angeles,37,17,45.95,17.2,8.01,12.61,97.56,Y,238,130,0.1308,fuzzy_name_county,1.00
San Diego,051763,19647251996503,RENAISSANCE ARTS ACADEMY,Los Angeles,Los Angeles,37,15,40.54,64.14,20.08,42.11,57.32,N,85,58,0.2586,fuzzy_name_county,1.00
San Diego,251237,36677103633302,OPTIONS FOR YOUTH - ACTON-FONTANA 2,Fontana,San Bernardino,37,14,37.84,64.75,20.96,42.86,95.82,Y,607,442,0.0317,fuzzy_name_county,0.94
San Diego,054414,54755230116590,HARMONY MAGNET ACADEMY,Strathmore,Tulare,37,9,24.32,92.5,54.17,73.34,74.07,N,113,103,0.0874,fuzzy_name_county,1.00
San Diego,051776,19647330121095,AMBASSADOR SCHL GLOBAL LDRSHP,Los Angeles,Los Angeles,36,15,41.67,35.56,11.82,23.69,99.31,Y,76,31,0.4839,fuzzy2_token,0.80
San Diego,054151,01612590108944,LIGHTHOUSE COMMUNITY CHAR HS,Oakland,Alameda,36,11,30.56,57.53,1.37,29.45,93.95,Y,75,61,0.1803,fuzzy_name_county,0.94
San Diego,054451,19647330122358,TORRES HS-HUMANITAS ACAD ART &TECH,Los Angeles,Los Angeles,36,17,47.22,41.8,8.03,24.91,95.98,Y,87,36,0.4722,hand_verified,0.95
San Diego,054693,19647330106435,CAMINO NUEVO HIGH SCH DALZELL LANCE,Los Angeles,Los Angeles,36,19,52.78,,,,,,,,,hand_verified,0.70
San Diego,051705,19647330135632,WISH ACADEMY HIGH SCHOOL,Los Angeles,Los Angeles,36,10,27.78,67.86,28.57,48.22,36.4,N,55,48,0.2083,fuzzy_name_county,1.00
San Diego,050235,36676113630803,BARSTOW HIGH SCHOOL,Barstow,San Bernardino,35,12,34.29,35.17,11.3,23.24,69.51,N,344,76,0.1579,fuzzy_name_county,1.00
San Diego,050697,19647336016885,ELIZABETH LEARNING CENTER,Cudahy,Los Angeles,35,15,42.86,36.58,11.65,24.11,98.29,Y,152,85,0.1765,fuzzy_name_county,1.00
San Diego,051082,57726780119578,DA VINCI CHARTER ACADEMY,Davis,Yolo,35,9,25.71,69.12,49.25,59.19,23.85,N,74,73,0.1233,fuzzy_name_county,1.00
San Diego,051396,21654822130078,TAMISCAL HIGH SCHOOL,Larkspur,Marin,35,6,17.14,55.02,23.62,39.32,16.94,N,68,45,0.1333,fuzzy_name_county,0.94
San Diego,053839,39685930101576,WESTON RANCH HIGH SCHOOL,Stockton,San Joaquin,35,14,40.0,46.11,14.21,30.16,81.53,Y,276,110,0.1273,fuzzy_name_county,1.00
San Diego,050404,30665970111666,EARLY COLLEGE HIGH SCHOOL,Costa Mesa,Orange,34,11,32.35,93.25,69.43,81.34,64.97,N,51,42,0.2619,fuzzy_name_county,1.00
San Diego,053970,07617960735902,LEADERSHIP PUBLIC SCH RICHMOND,Richmond,Contra Costa,34,12,35.29,36.83,6.78,21.8,97.66,Y,373,89,0.1348,fuzzy_name_county,0.94
San Diego,054527,19647330121293,ALLIANCE TENNENBAUM FAMILY TECH HS,Los Angeles,Los Angeles,34,9,26.47,43.48,10.87,27.17,90.23,Y,63,52,0.1731,fuzzy_name_county,0.94
San Diego,052211,40687594030268,NIPOMO HIGH SCHOOL,Nipomo,San Luis Obispo,34,14,41.18,54.92,17.76,36.34,71.79,N,195,100,0.14,fuzzy_name_county,1.00
San Diego,054928,07617960133637,SUMMIT PUBLIC SCHOOL TAMALPAIS,San Pablo,Contra Costa,34,9,26.47,44.66,12.62,28.64,83.63,Y,102,91,0.0989,fuzzy_name_county,1.00
San Diego,050396,19101990136119,ANIMO CTY CHAMPIONS CHARTER HS,Inglewood,Los Angeles,33,13,39.39,47.37,1.32,24.34,89.97,Y,72,55,0.2364,fuzzy_name_county,0.98
San Diego,050911,48705404833000,FAIRFIELD HIGH SCHOOL,Fairfield,Solano,33,11,33.33,43.75,11.55,27.65,83.18,Y,412,73,0.1507,fuzzy_name_county,1.00
San Diego,051295,10739991033430,KERMAN HIGH SCHOOL,Kerman,Fresno,33,16,48.48,59.45,18.4,38.93,87.34,Y,331,171,0.0936,fuzzy_name_county,1.00
San Diego,051815,19647331934371,THOMAS JEFFERSON HIGH SCHOOL,Los Angeles,Los Angeles,33,11,33.33,35.7,12.12,23.91,98.94,Y,156,88,0.125,fuzzy_name_county,1.00
San Diego,052152,15636280134312,BLUE RIDGE ACADEMY,Maricopa,Kern,33,10,30.3,67.93,25.82,46.88,44.15,N,234,90,0.1111,fuzzy_name_county,1.00
San Diego,050665,16638911632207,CORCORAN HIGH SCHOOL,Corcoran,Kings,32,13,40.62,68.61,29.92,49.26,89.69,Y,201,76,0.1711,fuzzy_name_county,1.00
San Diego,050900,12755151232206,EUREKA HIGH SCHOOL,Eureka,Humboldt,32,11,34.38,52.51,19.27,35.89,63.08,N,257,74,0.1486,fuzzy_name_county,1.00
San Diego,051945,15739081534155,MCFARLAND HIGH SCHOOL,Mcfarland,Kern,32,18,56.25,58.56,23.08,40.82,87.93,Y,221,113,0.1593,fuzzy_name_county,1.00
San Diego,052370,10623641034990,PARLIER HIGH SCHOOL,Parlier,Fresno,32,17,53.12,29.48,9.33,19.4,95.56,Y,184,60,0.2833,fuzzy_name_county,1.00
San Diego,053009,01612590149187,METWEST HIGH SCHOOL,Oakland,Alameda,32,15,46.88,35.42,12.5,23.96,96.48,Y,54,42,0.3571,fuzzy_name_county,1.00
San Diego,052175,50755645035654,OAKDALE HIGH SCHOOL,Oakdale,Stanislaus,32,7,21.88,54.93,22.84,38.88,37.3,N,363,138,0.0507,fuzzy_name_county,1.00
San Diego,052740,28662902837102,SAINT HELENA HIGH SCHOOL,Saint Helena,Napa,32,11,34.38,70.44,33.5,51.97,38.7,N,99,56,0.1964,fuzzy_name_county,1.00
San Diego,053662,54722565430046,GOLDEN WEST HIGH SCHOOL,Visalia,Tulare,32,9,28.12,52.11,11.4,31.75,71.73,N,450,170,0.0529,fuzzy_name_county,1.00
San Diego,050435,28662412831758,CALISTOGA JUNIOR SENIOR HIGH SCHOOL,Calistoga,Napa,31,11,35.48,49.76,15.67,32.71,87.71,Y,60,34,0.3235,fuzzy_name_county,1.00
San Diego,051310,10622571033695,KINGSBURG HIGH SCHOOL,Kingsburg,Fresno,31,9,29.03,69.82,38.17,54.0,63.09,N,244,110,0.0818,fuzzy_name_county,1.00
San Diego,051952,10751271030493,MENDOTA HIGH SCHOOL,Mendota,Fresno,31,12,38.71,57.81,19.17,38.49,97.56,Y,270,117,0.1026,fuzzy_name_county,1.00
San Diego,054360,19647330117606,ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,31,15,48.39,67.95,33.33,50.64,87.5,Y,90,81,0.1852,fuzzy2_token,0.80
San Diego,054020,39754990102392,MILLENNIUM HIGH SCHOOL,Tracy,San Joaquin,31,12,38.71,71.09,47.62,59.36,25.69,N,126,94,0.1277,fuzzy_name_county,0.94
San Diego,053910,19647330101659,CATCH PREP CHARTER HIGH,Los Angeles,Los Angeles,30,18,60.0,60.0,23.33,41.66,99.2,Y,51,51,0.3529,fuzzy_name_county,0.94
San Diego,054412,01612590112797,COLISEUM COLLEGE PREP ACADEMY,Oakland,Alameda,30,12,40.0,48.12,9.11,28.62,98.26,Y,68,58,0.2069,fuzzy_name_county,1.00
San Diego,054082,19647330112037,EAST VALLEY HIGH SCHOOL,North Hollywood,Los Angeles,30,8,26.67,44.75,15.58,30.16,96.42,Y,129,83,0.0964,fuzzy_name_county,1.00
San Diego,054502,49738820123786,CREDO HIGH SCHOOL ARTS/LETTERS/SCI,Rohnert Park,Sonoma,30,11,36.67,77.17,56.32,66.75,29.25,N,78,72,0.1528,fuzzy_name_county,0.94
San Diego,051764,19647330100800,CENTRAL CITY VALUE HIGH SCHOOL,Los Angeles,Los Angeles,29,14,48.28,64.76,27.45,46.11,89.1,Y,103,61,0.2295,fuzzy_name_county,1.00
San Diego,054539,15634121531672,WONDERFUL COLLEGE PREP ACAD DELANO,Delano,Kern,29,10,34.48,64.29,27.72,46.0,94.1,Y,329,251,0.0398,fuzzy_name_county,0.94
San Diego,054970,01612590129932,EAST BAY INNOVATION ACADEMY,Oakland,Alameda,29,7,24.14,67.65,36.36,52.01,39.83,N,51,47,0.1489,fuzzy_name_county,1.00
San Diego,050051,43104390128090,SUMMIT PUBLIC SCHOOL DENALI,Sunnyvale,Santa Clara,28,3,10.71,,,,,,,,,fuzzy_name_county,1.00
San Diego,052220,01612590110189,MCCLYMONDS HIGH SCHOOL,Oakland,Alameda,28,12,42.86,21.87,4.57,13.22,95.97,Y,65,35,0.3429,fuzzy_name_county,1.00
San Diego,052519,54755235430251,GRANITE HILLS HIGH SCHOOL,Porterville,Tulare,28,15,53.57,54.11,20.81,37.46,96.35,Y,271,104,0.1442,fuzzy_name_county,1.00
San Diego,052759,33736763330354,WEST SHORES HIGH SCHOOL,Thermal,Riverside,28,10,35.71,29.53,11.0,20.26,94.15,Y,67,37,0.2703,fuzzy_name_county,1.00
San Diego,054439,38684780119958,ACADEMY-SAN FRAN @ MCATEER,San Francisco,San Francisco,28,6,21.43,56.98,18.18,37.58,58.54,N,49,29,0.2069,fuzzy2_token,0.80
San Diego,052125,50736015035902,ORESTIMBA HIGH SCHOOL,Newman,Stanislaus,28,11,39.29,54.65,14.69,34.67,66.38,N,230,102,0.1078,fuzzy_name_county,1.00
San Diego,052293,04615150434803,LAS PLUMAS HIGH SCHOOL,Oroville,Butte,28,14,50.0,43.04,16.85,29.94,74.86,N,299,45,0.3111,fuzzy_name_county,1.00
San Diego,050630,10621251031376,COALINGA HIGH SCHOOL,Coalinga,Fresno,27,11,40.74,36.97,7.35,22.16,88.69,Y,319,88,0.125,fuzzy_name_county,1.00
San Diego,051273,30736503030467,SAN JOAQUIN HIGH SCHOOL,Irvine,Orange,27,14,51.85,81.7,43.0,62.35,39.39,N,22,14,1.0,fuzzy_name_county,0.94
San Diego,054162,19647330117747,LOS ANGELES HS OF THE ARTS,Los Angeles,Los Angeles,27,13,48.15,45.47,15.73,30.6,97.22,Y,106,75,0.1733,fuzzy_name_county,1.00
San Diego,054281,37683380118315,EAST VILLAGE MIDDLE COLLEGE HS,San Diego,San Diego,27,13,48.15,74.23,37.28,55.76,65.94,N,26,26,0.5,fuzzy_name_county,1.00
San Diego,050345,14766871431600,BISHOP UNION HIGH SCHOOL,Bishop,Inyo,27,10,37.04,43.4,28.49,35.95,41.94,N,137,56,0.1786,fuzzy_name_county,1.00
San Diego,051000,10767781038306,WASHINGTON UNION HIGH SCHOOL,Fresno,Fresno,27,9,33.33,56.31,20.16,38.23,87.41,Y,245,109,0.0826,fuzzy_name_county,0.94
San Diego,053130,01613090137810,SAN LORENZO HIGH SCHOOL,San Lorenzo,Alameda,27,9,33.33,29.24,9.9,19.57,89.21,Y,316,87,0.1034,fuzzy_name_county,1.00
San Diego,053670,54722565432828,MOUNT WHITNEY HIGH SCHOOL,Visalia,Tulare,27,11,40.74,53.5,14.53,34.02,75.5,Y,356,127,0.0866,fuzzy_name_county,0.87
San Diego,055057,34752830108860,WESTLAKE CHARTER HIGH SCHOOL,Sacramento,Sacramento,27,8,29.63,,,,39.96,N,111,111,0.0721,fuzzy_name_county,1.00
San Diego,050570,20652012032357,CHOWCHILLA UNION HIGH SCHOOL,Chowchilla,Madera,26,12,46.15,46.53,15.92,31.22,81.91,Y,238,83,0.1446,fuzzy_name_county,1.00
San Diego,050660,07617540734566,MOUNT DIABLO HIGH SCHOOL,Concord,Contra Costa,26,8,30.77,36.01,11.79,23.9,87.83,Y,318,69,0.1159,fuzzy2_token,0.80
San Diego,053442,39686763937406,STAGG HIGH SCHOOL,Stockton,San Joaquin,26,13,50.0,41.51,5.75,23.63,79.01,Y,433,97,0.134,fuzzy_name_county,1.00
San Diego,053750,58727690123570,WHEATLAND HIGH SCHOOL,Wheatland,Yuba,26,8,30.77,,,,100.0,Y,,,,fuzzy_name_county,0.94
San Diego,051130,16639251634401,HANFORD HIGH SCHOOL,Hanford,Kings,26,8,30.77,50.0,14.49,32.24,84.78,Y,334,113,0.0708,fuzzy_name_county,1.00
San Diego,054047,38684780107300,CITY ARTS AND LEADERSHIP ACADEMY,San Francisco,San Francisco,26,12,46.15,61.32,7.62,34.47,77.33,Y,118,113,0.1062,fuzzy_name_county,1.00
San Diego,051305,27660682732170,KING CITY JOINT UNION HS,King City,Monterey,25,12,48.0,58.25,16.86,37.55,84.32,Y,255,76,0.1579,fuzzy_name_county,0.94
San Diego,054611,01612590125161,CASTLEMONT HIGH SCHOOL,Oakland,Alameda,25,9,36.0,5.92,4.4,5.16,99.58,Y,227,51,0.1765,fuzzy_name_county,1.00
San Diego,054258,01612590115238,ARISE HIGH SCHOOL,Oakland,Alameda,25,7,28.0,,,,92.17,Y,96,93,0.0753,fuzzy_name_county,1.00
San Diego,054607,19648080124552,APPLIED TECHNOLOGY CENTER,Montebello,Los Angeles,25,13,52.0,60.02,13.73,36.88,89.15,Y,83,56,0.2321,fuzzy_name_county,1.00
San Diego,050927,44698074436754,SAN LORENZO VALLEY HIGH SCHOOL,Felton,Santa Cruz,25,8,32.0,70.36,36.43,53.4,21.28,N,163,100,0.08,fuzzy_name_county,1.00
San Diego,054985,31669510140541,TWELVE BRIDGES HIGH SCHOOL,Lincoln,Placer,25,15,60.0,55.17,36.75,45.96,21.56,N,284,182,0.0824,fuzzy_name_county,1.00
San Diego,050561,37680490136416,PACIFIC COAST ACADEMY,Poway,San Diego,24,9,37.5,62.96,24.09,43.52,47.96,N,167,65,0.1385,fuzzy_name_county,1.00
San Diego,052212,01612590130575,LIFE ACADEMY HIGH SCHOOL,Oakland,Alameda,24,13,54.17,54.45,20.53,37.49,98.39,Y,64,56,0.2321,fuzzy_name_county,1.00
San Diego,053575,36677773636743,TWENTYNINE PALMS HIGH SCHOOL,Twentynine Palms,San Bernardino,24,7,29.17,53.01,20.87,36.94,71.41,N,138,35,0.2,fuzzy_name_county,1.00
San Diego,054438,34673550119131,LIBERTY RANCH HIGH SCHOOL,Galt,Sacramento,24,8,33.33,71.51,39.95,55.73,42.94,N,215,74,0.1081,fuzzy_name_county,1.00
San Diego,054457,19647330119685,NEW OPEN WORLD ACADEMY,Los Angeles,Los Angeles,24,11,45.83,44.27,15.41,29.84,97.04,Y,93,77,0.1429,fuzzy_name_county,0.94
San Diego,054816,38684780127530,KIPP SAN FRANCISCO COLG PREP,San Francisco,San Francisco,24,9,37.5,32.95,6.9,19.93,90.82,Y,68,62,0.1452,fuzzy2_token,0.80
San Diego,054927,43771490137315,KIPP NAVIGATE COLLEGE PREP,San Jose,Santa Clara,24,3,12.5,42.86,27.14,35.0,79.46,Y,76,65,0.0462,fuzzy_name_county,1.00
San Diego,051262,19646341936046,MORNINGSIDE HIGH SCHOOL,Inglewood,Los Angeles,24,10,41.67,24.53,9.37,16.95,97.79,Y,138,65,0.1538,fuzzy_name_county,1.00
San Diego,053610,48705814838504,VALLEJO HIGH SCHOOL,Vallejo,Solano,24,12,50.0,27.55,23.37,25.46,89.17,Y,319,50,0.24,fuzzy_name_county,1.00
San Diego,054260,01612590118224,ASPIRE GOLDEN STATE COLLG PREP ACAD,Oakland,Alameda,24,8,33.33,,,,94.35,Y,57,46,0.1739,fuzzy_name_county,0.86
San Diego,059728,33672493337656,SAN JACINTO LEADERSHIP ACADEMY,San Jacinto,Riverside,24,11,45.83,40.75,9.94,25.34,91.96,Y,481,277,0.0397,fuzzy_name_county,0.94
San Diego,051405,31669513134657,LINCOLN HIGH SCHOOL,Lincoln,Placer,23,3,13.04,52.68,26.04,39.36,44.0,N,279,154,0.0195,fuzzy_name_county,1.00
