campus,ceeb,entry_year,cohort_n,ret1_pct,grad4_pct,grad5_pct,grad6_pct
All,051855,2003,63,92,51,83,89
All,051855,2004,50,92,56,82,86
All,051855,2005,60,92,58,87,88
All,051855,2006,65,91,60,86,88
All,051855,2007,69,94,71,87,91
All,051855,2008,73,96,68,92,96
All,051855,2009,68,91,62,87,88
All,051855,2010,67,94,76,88,90
All,051855,2011,48,94,67,90,92
All,051855,2012,62,92,77,90,90
All,051855,2013,44,98,84,95,95
All,051855,2014,56,96,80,91,95
All,051855,2015,64,94,72,89,91
All,051855,2016,67,97,88,94,96
All,051855,2017,69,96,78,88,90
All,051855,2018,55,95,78,87,89
All,051855,2019,70,94,81,90,90
All,051855,2020,92,98,79,92,
All,051855,2021,76,92,78,,
All,051855,2022,71,93,,,
All,051855,2023,73,92,,,
All,051855,2024,73,99,,,
All,051862,2009,10,100,60,90,90
All,051862,2012,19,89,42,68,68
All,051862,2013,33,64,30,58,58
All,051862,2014,39,90,46,62,69
All,051862,2015,26,96,54,65,69
All,051862,2016,14,79,43,71,71
All,051862,2017,19,68,47,58,58
All,051862,2018,23,87,61,74,78
All,051862,2019,12,92,58,58,58
All,051862,2022,15,93,,,
All,051862,2023,18,78,,,
All,051862,2024,28,75,,,
All,051869,2012,11,100,64,91,91
All,051869,2013,18,89,56,67,67
All,051869,2014,22,91,73,77,82
All,051869,2015,24,92,71,79,79
All,051869,2016,25,96,84,92,92
All,051869,2017,22,86,82,82,82
All,051869,2018,37,92,81,89,89
All,051869,2019,22,95,82,86,86
All,051869,2020,28,96,86,89,
All,051869,2021,31,87,77,,
All,051869,2022,45,93,,,
All,051869,2023,35,100,,,
All,051869,2024,31,100,,,
All,051870,2020,12,92,83,83,
All,051870,2023,12,83,,,
All,051874,2009,10,100,50,90,90
All,051874,2010,16,88,31,75,75
All,051874,2011,18,94,61,72,78
All,051874,2012,15,93,33,73,80
All,051874,2013,30,90,67,70,73
All,051874,2014,22,68,27,45,59
All,051874,2015,40,90,55,78,83
All,051874,2016,24,75,54,71,71
All,051874,2017,29,83,55,62,66
All,051874,2018,27,89,52,78,81
All,051874,2019,20,70,50,60,60
All,051874,2020,25,84,56,72,
All,051874,2021,31,84,42,,
All,051874,2022,19,79,,,
All,051874,2023,17,82,,,
All,051874,2024,33,91,,,
All,051885,1999,15,93,7,67,87
All,051885,2000,16,94,38,75,81
All,051885,2001,17,100,29,65,82
All,051885,2002,17,76,41,76,76
All,051885,2003,23,87,35,61,65
All,051885,2004,29,86,41,69,69
All,051885,2005,21,86,43,67,67
All,051885,2006,44,82,34,66,75
All,051885,2007,32,88,56,69,69
All,051885,2008,51,84,33,73,75
All,051885,2009,16,88,50,56,63
All,051885,2010,11,73,0,18,27
All,051885,2011,46,76,52,70,72
All,051885,2012,34,88,50,76,79
All,051885,2013,27,93,44,78,78
All,051885,2014,37,86,35,73,78
All,051885,2015,31,90,52,68,68
All,051885,2016,31,77,45,68,71
All,051885,2017,24,100,63,92,96
All,051885,2018,34,91,68,79,82
All,051885,2019,30,93,40,57,60
All,051885,2020,20,90,55,65,
All,051885,2021,28,89,68,,
All,051885,2022,34,79,,,
All,051885,2023,18,83,,,
All,051885,2024,29,90,,,
All,051890,1999,16,81,38,69,69
All,051890,2000,16,94,31,81,81
All,051890,2001,23,96,39,74,74
All,051890,2002,19,79,42,63,68
All,051890,2003,17,88,29,71,76
All,051890,2004,14,86,43,71,71
All,051890,2005,15,93,73,87,87
All,051890,2006,21,100,52,76,90
All,051890,2007,17,94,47,82,82
All,051890,2008,37,89,38,65,70
All,051890,2009,20,85,25,55,65
All,051890,2010,12,83,25,42,42
All,051890,2011,23,100,65,78,83
All,051890,2012,14,93,71,86,86
All,051890,2013,20,90,45,65,75
All,051890,2014,14,64,64,64,64
All,051890,2015,14,86,36,64,79
All,051890,2016,24,92,58,75,79
All,051890,2017,14,79,50,50,64
All,051890,2018,19,84,53,79,79
All,051890,2019,16,81,50,63,63
All,051890,2020,18,83,44,61,
All,051890,2021,26,81,46,,
All,051890,2022,19,79,,,
All,051890,2023,32,91,,,
All,051890,2024,20,85,,,
All,051892,2021,12,83,75,,
All,051892,2024,10,100,,,
All,051895,1999,72,99,57,90,92
All,051895,2000,67,99,64,84,93
All,051895,2001,69,94,61,87,88
All,051895,2002,81,95,58,80,84
All,051895,2003,86,93,66,87,88
All,051895,2004,78,94,65,83,87
All,051895,2005,96,93,59,86,92
All,051895,2006,102,95,80,95,95
All,051895,2007,100,94,67,84,89
All,051895,2008,87,91,72,89,90
All,051895,2009,74,99,77,89,92
All,051895,2010,86,93,74,91,92
All,051895,2011,72,94,69,89,89
All,051895,2012,73,99,67,86,89
All,051895,2013,70,91,76,89,91
All,051895,2014,64,95,84,94,94
All,051895,2015,73,93,85,95,96
All,051895,2016,81,99,83,95,95
All,051895,2017,100,98,83,90,91
All,051895,2018,94,96,81,91,94
All,051895,2019,86,91,78,90,94
All,051895,2020,111,95,81,87,
All,051895,2021,117,97,92,,
All,051895,2022,102,97,,,
All,051895,2023,78,99,,,
All,051895,2024,106,95,,,
All,051896,1999,17,76,47,76,76
All,051896,2000,21,95,38,67,81
All,051896,2001,18,94,56,83,83
All,051896,2002,25,96,72,84,84
All,051896,2003,31,94,74,94,94
All,051896,2004,30,93,57,87,87
All,051896,2005,32,84,56,75,78
All,051896,2006,24,92,58,75,83
All,051896,2007,19,100,74,89,89
All,051896,2008,32,100,72,81,84
All,051896,2009,20,95,85,90,90
All,051896,2010,20,100,60,75,75
All,051896,2011,21,90,52,76,81
All,051896,2014,17,94,88,94,94
All,051896,2015,14,100,79,93,93
All,051896,2016,21,90,76,86,90
All,051896,2017,18,83,61,83,89
All,051896,2018,12,92,83,92,92
All,051896,2019,12,92,50,83,92
All,051896,2020,20,90,60,80,
All,051896,2021,18,94,94,,
All,051896,2022,21,95,,,
All,051896,2023,13,92,,,
All,051896,2024,11,100,,,
All,051899,1999,10,80,20,50,50
All,051899,2000,11,82,55,73,73
All,051899,2002,12,83,50,75,75
All,051899,2003,11,73,18,36,36
All,051899,2004,14,93,43,86,93
All,051899,2005,18,94,39,67,67
All,051899,2006,12,100,75,83,92
All,051899,2009,10,90,60,90,90
All,051899,2010,10,100,30,70,80
All,051899,2011,11,91,36,73,73
All,051899,2012,10,100,40,90,90
All,051899,2013,20,95,55,70,75
All,051899,2016,15,93,73,93,93
All,051899,2017,13,92,69,69,77
All,051899,2018,10,90,80,90,90
All,051899,2019,12,100,92,100,100
All,051899,2020,22,95,73,77,
All,051899,2021,19,84,58,,
All,051899,2022,13,62,,,
All,051899,2023,12,100,,,
All,051899,2024,16,100,,,
All,051900,2001,11,73,45,82,82
All,051900,2004,10,90,50,60,60
All,051900,2008,12,100,58,92,92
All,051900,2009,14,100,50,71,71
All,051900,2010,11,100,45,82,82
All,051900,2011,13,92,38,77,85
All,051900,2012,11,100,45,82,82
All,051900,2013,16,88,63,88,94
All,051900,2014,14,93,71,86,86
All,051900,2015,18,89,78,83,89
All,051900,2016,13,100,54,69,77
All,051900,2017,22,86,64,86,91
All,051900,2018,11,100,55,82,82
All,051900,2019,10,100,70,90,90
All,051900,2020,20,90,50,65,
All,051900,2021,21,90,81,,
All,051900,2022,13,69,,,
All,051900,2023,18,89,,,
All,051900,2024,25,96,,,
All,051903,2001,15,93,47,87,87
All,051903,2002,16,94,69,94,94
All,051903,2003,13,85,54,62,69
All,051903,2005,17,94,65,94,94
All,051903,2006,16,100,63,75,88
All,051903,2007,20,90,35,65,70
All,051903,2008,13,85,31,77,77
All,051903,2009,22,100,59,95,95
All,051903,2010,17,88,35,59,76
All,051903,2011,21,100,67,100,100
All,051903,2012,14,100,64,86,86
All,051903,2013,16,94,69,81,81
All,051903,2014,12,100,50,83,83
All,051903,2016,26,96,58,88,88
All,051903,2017,19,100,68,84,84
All,051903,2018,18,94,72,78,89
All,051903,2019,19,95,68,89,95
All,051903,2020,20,90,70,85,
All,051903,2021,14,86,50,,
All,051903,2022,21,81,,,
All,051903,2023,23,100,,,
All,051903,2024,25,100,,,
All,051907,2000,21,81,43,62,71
All,051907,2001,15,60,27,53,73
All,051907,2002,20,70,30,55,55
All,051907,2003,21,81,38,71,81
All,051907,2004,21,86,33,62,62
All,051907,2005,27,89,56,70,70
All,051907,2006,20,95,70,90,90
All,051907,2007,28,79,32,46,54
All,051907,2008,35,94,49,77,80
All,051907,2009,34,100,79,94,97
All,051907,2010,17,100,71,100,100
All,051907,2011,29,97,66,86,90
All,051907,2012,38,97,66,87,87
All,051907,2013,34,82,44,68,74
All,051907,2014,37,92,73,84,84
All,051907,2015,21,90,67,71,71
All,051907,2016,40,90,58,80,83
All,051907,2017,41,95,73,85,85
All,051907,2018,52,90,62,73,77
All,051907,2019,32,94,56,78,78
All,051907,2020,56,91,66,77,
All,051907,2021,60,88,60,,
All,051907,2022,42,95,,,
All,051907,2023,54,94,,,
All,051907,2024,49,84,,,
All,051910,2019,12,83,58,83,83
All,051915,1999,17,100,47,76,76
All,051915,2000,20,90,45,75,85
All,051915,2001,22,95,50,91,91
All,051915,2002,23,91,57,78,83
All,051915,2003,22,95,59,73,77
All,051915,2004,20,95,65,90,90
All,051915,2005,17,94,47,82,88
All,051915,2006,31,90,58,81,84
All,051915,2007,19,95,74,84,84
All,051915,2008,15,100,40,73,73
All,051915,2009,18,94,50,78,83
All,051915,2010,16,88,75,81,81
All,051915,2011,15,93,67,93,93
All,051915,2012,17,94,59,71,71
All,051915,2013,19,95,74,89,89
All,051915,2014,16,94,69,81,88
All,051915,2015,17,100,71,88,88
All,051915,2016,18,94,78,94,94
All,051915,2017,18,100,67,83,89
All,051915,2018,14,100,100,100,100
All,051915,2019,11,100,82,91,91
All,051915,2020,12,100,100,100,
All,051915,2021,16,88,81,,
All,051915,2022,14,100,,,
All,051915,2023,22,95,,,
All,051915,2024,15,100,,,
All,051919,2005,10,90,50,60,60
All,051919,2007,12,75,0,17,25
All,051919,2008,12,67,25,58,75
All,051919,2012,14,79,29,64,71
All,051925,2012,10,80,50,60,60
All,051935,2022,11,64,,,
All,051935,2023,13,85,,,
All,051935,2024,21,57,,,
All,051938,2014,11,91,55,73,82
All,051938,2017,10,100,80,100,100
All,051938,2019,11,91,73,91,91
All,051938,2022,11,100,,,
All,051945,2008,14,93,50,71,79
All,051945,2010,14,93,43,71,71
All,051945,2011,20,85,40,55,65
All,051945,2012,12,75,17,42,42
All,051945,2013,13,62,31,38,38
All,051945,2014,11,82,36,82,82
All,051945,2015,13,100,38,69,77
All,051945,2019,11,100,73,91,91
All,051945,2020,14,86,50,57,
All,051945,2021,11,100,82,,
All,051945,2022,15,93,,,
All,051948,2023,10,80,,,
All,051950,1999,13,85,54,69,77
All,051950,2001,13,69,62,77,85
All,051950,2005,10,90,70,90,90
All,051952,2011,11,82,27,45,55
All,051952,2020,12,100,75,83,
All,051952,2021,11,91,82,,
All,051952,2022,13,92,,,
All,051952,2023,10,100,,,
All,051952,2024,11,82,,,
All,051953,1999,19,89,58,79,79
All,051953,2000,22,82,32,68,68
All,051953,2001,24,100,58,83,83
All,051953,2002,17,94,29,76,82
All,051953,2003,14,93,43,71,93
All,051953,2004,21,90,43,67,76
All,051953,2005,30,77,47,60,63
All,051953,2006,30,83,40,57,67
All,051953,2007,36,89,33,64,72
All,051953,2008,28,75,43,61,61
All,051953,2009,33,85,27,58,58
All,051953,2010,35,83,34,60,63
All,051953,2011,26,85,46,62,69
All,051953,2012,31,84,39,61,74
All,051953,2013,35,83,60,74,74
All,051953,2014,33,76,52,64,64
All,051953,2015,23,87,61,78,83
All,051953,2016,35,94,63,77,77
All,051953,2017,35,80,37,57,63
All,051953,2018,28,82,54,68,71
All,051953,2019,29,90,59,69,69
All,051953,2020,28,89,54,71,
All,051953,2021,44,91,59,,
All,051953,2022,40,93,,,
All,051953,2023,41,71,,,
All,051953,2024,53,85,,,
All,051955,1999,13,92,46,85,92
All,051955,2000,17,100,76,88,88
All,051955,2001,14,86,50,79,79
All,051955,2002,19,100,53,95,95
All,051955,2003,18,100,78,100,100
All,051955,2004,19,100,74,84,95
All,051955,2005,17,100,59,76,88
All,051955,2006,36,97,64,94,97
All,051955,2007,23,96,57,78,83
All,051955,2008,24,92,54,88,92
All,051955,2009,16,100,88,94,94
All,051955,2010,21,95,57,81,90
All,051955,2012,12,100,67,92,92
All,051955,2013,12,92,75,83,83
All,051955,2014,12,83,58,67,75
All,051955,2015,11,73,64,82,82
All,051955,2016,11,100,82,91,91
All,051955,2019,14,100,57,86,93
All,051955,2020,13,92,54,62,
All,051955,2021,10,100,90,,
All,051955,2022,12,92,,,
All,051955,2023,20,90,,,
All,051955,2024,18,100,,,
All,051958,1999,33,97,58,79,82
All,051958,2000,30,87,53,73,83
All,051958,2001,38,97,61,87,89
All,051958,2002,41,90,63,78,83
All,051958,2003,52,92,69,88,90
All,051958,2004,62,97,71,89,94
All,051958,2005,48,96,79,85,88
All,051958,2006,62,89,69,82,85
All,051958,2007,74,91,70,82,82
All,051958,2008,51,100,73,90,92
All,051958,2009,64,95,78,91,94
All,051958,2010,48,100,77,90,94
All,051958,2011,41,90,78,88,90
All,051958,2012,63,95,75,84,87
All,051958,2013,43,98,79,93,93
All,051958,2014,33,85,73,82,82
All,051958,2015,25,100,92,92,92
All,051958,2016,43,93,84,86,86
All,051958,2017,33,97,85,91,94
All,051958,2018,35,100,86,94,94
All,051958,2019,40,98,85,88,90
All,051958,2020,38,97,84,95,
All,051958,2021,41,98,100,,
All,051958,2022,53,96,,,
All,051958,2023,51,92,,,
All,051958,2024,56,95,,,
All,051960,1999,28,96,36,75,79
All,051960,2000,20,80,60,80,80
All,051960,2001,22,86,55,73,77
All,051960,2002,14,100,64,93,100
All,051960,2003,29,93,62,83,83
All,051960,2004,21,90,52,81,90
All,051960,2005,21,95,38,76,90
All,051960,2006,31,90,58,77,90
All,051960,2007,20,90,60,70,70
All,051960,2008,18,89,67,94,94
All,051960,2009,18,94,67,94,94
All,051960,2010,16,88,63,63,63
All,051960,2011,18,94,67,72,78
All,051960,2014,13,77,69,77,77
All,051960,2015,11,100,73,100,100
All,051960,2017,14,93,71,79,86
All,051960,2018,10,100,80,80,80
All,051960,2020,17,88,76,82,
All,051960,2022,13,100,,,
All,051960,2023,19,95,,,
All,051960,2024,15,80,,,
All,051963,1999,25,84,56,72,76
All,051963,2000,20,95,55,80,80
All,051963,2001,27,89,41,74,74
All,051963,2002,27,74,52,67,67
All,051963,2003,24,88,50,79,83
All,051963,2004,17,100,35,82,82
All,051963,2005,31,87,45,68,74
All,051963,2006,27,89,56,78,81
All,051963,2007,32,88,50,75,84
All,051963,2008,31,77,48,61,68
All,051963,2009,38,89,61,79,79
All,051963,2010,28,89,50,79,82
All,051963,2011,34,91,53,68,74
All,051963,2012,45,89,42,67,67
All,051963,2013,50,88,64,78,80
All,051963,2014,34,97,79,91,91
All,051963,2015,50,94,62,82,82
All,051963,2016,37,95,49,76,78
All,051963,2017,35,89,60,80,83
All,051963,2018,34,85,59,71,74
All,051963,2019,29,90,69,83,83
All,051963,2020,14,86,71,71,
All,051963,2021,27,78,44,,
All,051963,2022,35,89,,,
All,051963,2023,25,84,,,
All,051963,2024,35,89,,,
All,051968,1999,49,94,61,82,86
All,051968,2000,62,94,66,87,89
All,051968,2001,83,93,60,86,87
All,051968,2002,75,95,61,83,85
All,051968,2003,72,97,71,86,88
All,051968,2004,52,94,71,81,81
All,051968,2005,38,92,82,87,92
All,051968,2006,41,100,68,95,95
All,051968,2007,49,94,84,94,96
All,051968,2008,47,100,68,89,91
All,051968,2009,48,100,88,100,100
All,051968,2010,60,90,63,77,82
All,051968,2011,38,97,79,95,97
All,051968,2012,59,95,81,95,95
All,051968,2013,43,98,74,95,95
All,051968,2014,62,94,76,85,85
All,051968,2015,54,94,70,87,93
All,051968,2016,58,97,86,93,93
All,051968,2017,45,93,82,91,91
All,051968,2018,57,98,88,95,95
All,051968,2019,49,96,86,94,96
All,051968,2020,53,98,74,85,
All,051968,2021,67,97,90,,
All,051968,2022,57,98,,,
All,051968,2023,58,95,,,
All,051968,2024,55,98,,,
All,051972,1999,70,94,59,90,94
All,051972,2000,75,95,55,80,85
All,051972,2001,69,93,61,83,86
All,051972,2002,86,92,56,78,86
All,051972,2003,71,93,63,76,86
All,051972,2004,87,91,64,84,86
All,051972,2005,72,96,60,83,89
All,051972,2006,87,93,76,95,97
All,051972,2007,112,96,68,88,92
All,051972,2008,79,96,70,90,92
All,051972,2009,89,96,73,93,94
All,051972,2010,97,95,73,92,93
All,051972,2011,80,100,80,95,95
All,051972,2012,71,99,73,96,97
All,051972,2013,56,93,79,91,93
All,051972,2014,76,95,76,91,92
All,051972,2015,61,97,89,97,97
All,051972,2016,86,99,81,94,97
All,051972,2017,73,96,92,96,96
All,051972,2018,80,99,89,98,98
All,051972,2019,80,95,85,90,90
All,051972,2020,71,97,83,89,
All,051972,2021,46,98,87,,
All,051972,2022,80,95,,,
All,051972,2023,72,94,,,
All,051972,2024,61,93,,,
All,051974,1999,51,98,53,88,94
All,051974,2000,68,94,62,82,85
All,051974,2001,45,98,67,87,89
All,051974,2002,56,93,59,77,86
All,051974,2003,45,89,69,84,89
All,051974,2004,39,97,67,82,87
All,051974,2005,44,93,70,86,93
All,051974,2006,46,91,70,83,85
All,051974,2007,61,90,62,82,84
All,051974,2008,36,92,67,89,89
All,051974,2009,62,97,74,94,95
All,051974,2010,39,97,69,92,95
All,051974,2011,43,98,74,93,93
All,051974,2012,38,97,76,95,95
All,051974,2013,39,100,82,90,90
All,051974,2014,45,98,78,96,96
All,051974,2015,44,93,89,95,95
All,051974,2016,48,98,77,88,92
All,051974,2017,38,97,84,95,95
All,051974,2018,33,97,85,91,94
All,051974,2019,30,100,90,97,97
All,051974,2020,37,95,89,95,
All,051974,2021,38,97,89,,
All,051974,2022,34,100,,,
All,051974,2023,36,97,,,
All,051974,2024,30,100,,,
All,051975,1999,36,92,42,78,81
All,051975,2000,47,91,51,77,81
All,051975,2001,37,81,57,84,86
All,051975,2002,39,100,59,77,87
All,051975,2003,43,100,65,86,86
All,051975,2004,45,91,60,84,89
All,051975,2005,51,90,61,76,78
All,051975,2006,41,95,51,80,83
All,051975,2007,63,89,71,84,87
All,051975,2008,53,92,64,79,79
All,051975,2009,35,91,66,83,83
All,051975,2010,44,95,77,89,89
All,051975,2011,26,100,69,92,92
All,051975,2012,34,94,59,88,88
All,051975,2013,26,92,77,88,96
All,051975,2014,48,88,77,88,90
All,051975,2015,27,100,96,100,100
All,051975,2016,61,95,87,95,97
All,051975,2017,48,100,81,94,94
All,051975,2018,35,91,74,83,89
All,051975,2019,58,91,81,95,95
All,051975,2020,54,96,78,83,
All,051975,2021,42,95,86,,
All,051975,2022,66,92,,,
All,051975,2023,58,98,,,
All,051975,2024,58,97,,,
All,051976,1999,53,92,38,74,77
All,051976,2000,62,97,50,84,92
All,051976,2001,73,96,59,81,85
All,051976,2002,44,93,66,82,89
All,051976,2003,45,93,64,87,91
All,051976,2004,54,94,65,91,91
All,051976,2005,71,94,58,85,87
All,051976,2006,83,95,64,89,92
All,051976,2007,74,91,61,76,80
All,051976,2008,84,96,61,90,93
All,051976,2009,56,95,75,88,91
All,051976,2010,88,98,77,90,93
All,051976,2011,88,97,72,86,94
All,051976,2012,77,97,73,95,96
All,051976,2013,73,100,82,90,92
All,051976,2014,79,99,80,94,94
All,051976,2015,69,96,83,94,94
All,051976,2016,86,95,72,87,90
All,051976,2017,59,95,90,93,93
All,051976,2018,74,99,88,97,99
All,051976,2019,68,96,91,94,96
All,051976,2020,95,97,83,92,
All,051976,2021,89,96,89,,
All,051976,2022,69,99,,,
All,051976,2023,60,93,,,
All,051976,2024,50,100,,,
All,051978,1999,51,98,59,92,92
All,051978,2000,61,85,41,70,74
All,051978,2001,74,92,50,80,86
All,051978,2002,65,94,60,83,88
All,051978,2003,96,96,71,89,94
All,051978,2004,80,95,68,88,91
All,051978,2005,85,94,67,86,88
All,051978,2006,110,95,63,84,86
All,051978,2007,91,96,68,82,85
All,051978,2008,79,97,67,92,94
All,051978,2009,66,100,76,91,91
All,051978,2010,75,97,76,93,96
All,051978,2011,80,99,83,96,96
All,051978,2012,99,98,77,92,95
All,051978,2013,90,93,72,89,91
All,051978,2014,100,95,86,96,98
All,051978,2015,80,98,78,94,94
All,051978,2016,85,98,92,98,98
All,051978,2017,89,94,90,94,94
All,051978,2018,111,99,86,92,93
All,051978,2019,94,94,89,93,94
All,051978,2020,124,98,85,92,
All,051978,2021,127,99,91,,
All,051978,2022,122,98,,,
All,051978,2023,99,97,,,
All,051978,2024,146,97,,,
All,051980,2001,13,92,38,62,77
All,051980,2003,10,90,30,70,80
All,051980,2004,11,100,45,82,91
All,051980,2009,10,100,50,90,90
All,051981,1999,61,95,49,77,82
All,051981,2000,64,98,67,94,97
All,051981,2001,75,93,57,79,85
All,051981,2002,55,98,69,84,91
All,051981,2003,39,92,72,85,87
All,051981,2004,37,92,70,86,86
All,051981,2005,59,95,64,90,92
All,051981,2006,70,90,60,79,86
All,051981,2007,53,91,70,87,87
All,051981,2008,77,95,74,88,94
All,051981,2009,56,96,68,91,93
All,051981,2010,47,100,74,89,91
All,051981,2011,34,94,65,85,85
All,051981,2012,48,94,71,83,88
All,051981,2013,40,98,75,93,95
All,051981,2014,46,91,74,78,78
All,051981,2015,37,97,78,86,89
All,051981,2016,35,89,74,83,83
All,051981,2017,37,97,73,92,92
All,051981,2018,30,100,80,87,87
All,051981,2019,52,92,83,88,88
All,051981,2020,38,97,87,92,
All,051981,2021,40,100,90,,
All,051981,2022,30,97,,,
All,051981,2023,35,97,,,
All,051981,2024,35,97,,,
All,051982,2000,13,100,23,85,92
All,051982,2001,16,88,31,63,69
All,051982,2002,21,86,48,71,71
All,051982,2003,15,93,40,87,100
All,051982,2005,16,88,63,81,88
All,051982,2007,11,100,45,73,73
All,051982,2008,13,77,15,54,62
All,051982,2011,15,100,73,93,100
All,051982,2012,11,91,55,64,82
All,051982,2013,10,100,50,80,90
All,051982,2017,11,91,73,82,82
All,051982,2023,11,91,,,
All,051983,1999,19,100,63,89,89
All,051983,2000,20,80,45,55,60
All,051983,2001,18,78,56,72,78
All,051983,2002,22,82,55,82,82
All,051983,2003,27,78,37,56,63
All,051983,2004,23,91,39,57,78
All,051983,2005,30,93,47,83,93
All,051983,2006,23,83,39,61,61
All,051983,2007,26,92,50,65,69
All,051983,2008,27,89,52,70,81
All,051983,2009,22,95,68,77,77
All,051983,2010,23,87,30,52,57
All,051983,2011,14,100,57,79,86
All,051983,2012,23,74,30,52,65
All,051983,2016,17,100,82,94,100
All,051983,2017,10,90,70,80,80
All,051983,2018,12,83,58,75,75
All,051983,2019,14,71,50,57,64
All,051983,2020,22,73,45,64,
All,051983,2021,15,67,33,,
All,051983,2022,10,80,,,
All,051983,2023,21,81,,,
All,051983,2024,23,87,,,
All,051984,1999,146,94,60,83,90
All,051984,2000,174,92,61,87,89
All,051984,2001,174,91,63,85,86
All,051984,2002,200,88,60,83,85
All,051984,2003,167,96,65,89,92
All,051984,2004,159,93,65,86,89
All,051984,2005,174,97,66,90,92
All,051984,2006,166,96,70,92,95
All,051984,2007,141,96,70,89,93
All,051984,2008,139,94,68,88,91
All,051984,2009,139,96,71,87,90
All,051984,2010,149,96,70,91,93
All,051984,2011,94,94,70,90,91
All,051984,2012,108,97,79,94,94
All,051984,2013,123,92,70,88,92
All,051984,2014,123,95,75,88,89
All,051984,2015,127,99,76,90,92
All,051984,2016,148,97,78,89,91
All,051984,2017,121,95,81,89,91
All,051984,2018,144,97,80,90,91
All,051984,2019,141,91,79,89,90
All,051984,2020,138,91,84,91,
All,051984,2021,145,96,89,,
All,051984,2022,118,96,,,
All,051984,2023,132,92,,,
All,051984,2024,109,93,,,
All,051985,1999,28,89,36,64,75
All,051985,2000,30,93,50,70,83
All,051985,2001,30,87,53,87,87
All,051985,2002,42,93,45,79,83
All,051985,2003,35,100,43,77,86
All,051985,2004,30,93,63,80,80
All,051985,2005,35,89,51,80,83
All,051985,2006,45,91,67,84,87
All,051985,2007,42,83,48,69,71
All,051985,2008,48,83,50,65,73
All,051985,2009,49,96,49,82,84
All,051985,2010,44,95,59,80,80
All,051985,2011,49,90,61,78,80
All,051985,2012,40,93,60,73,73
All,051985,2013,50,90,52,76,80
All,051985,2014,36,92,78,83,83
All,051985,2015,40,90,63,83,83
All,051985,2016,47,91,68,81,85
All,051985,2017,41,90,80,88,90
All,051985,2018,25,96,68,84,84
All,051985,2019,42,90,64,74,79
All,051985,2020,47,89,55,70,
All,051985,2021,37,86,65,,
All,051985,2022,34,94,,,
All,051985,2023,25,80,,,
All,051985,2024,29,100,,,
All,051986,1999,21,95,71,86,86
All,051986,2000,28,89,71,82,86
All,051986,2001,23,91,43,61,65
All,051986,2002,29,86,41,69,79
All,051986,2003,28,96,79,82,86
All,051986,2004,37,92,57,78,78
All,051986,2005,34,88,59,76,79
All,051986,2006,35,86,63,80,83
All,051986,2007,24,83,33,67,83
All,051986,2008,35,91,77,89,89
All,051986,2009,16,94,69,88,88
All,051986,2010,32,100,75,84,84
All,051986,2011,26,92,50,77,85
All,051986,2012,15,80,40,67,67
All,051986,2013,23,91,61,74,83
All,051986,2014,17,94,65,88,94
All,051986,2015,17,100,65,94,94
All,051986,2016,14,100,79,86,86
All,051986,2017,19,89,58,79,79
All,051986,2018,20,85,50,80,80
All,051986,2019,25,100,56,92,96
All,051986,2020,19,89,47,63,
All,051986,2021,17,82,59,,
All,051986,2022,17,94,,,
All,051986,2023,10,80,,,
All,051986,2024,27,93,,,
All,051989,1999,25,84,44,68,76
All,051989,2000,25,88,52,76,80
All,051989,2001,35,91,49,71,74
All,051989,2002,34,82,62,74,74
All,051989,2003,37,84,38,54,59
All,051989,2004,29,90,45,79,79
All,051989,2005,21,90,48,62,67
All,051989,2006,25,88,48,64,64
All,051989,2007,34,74,53,71,71
All,051989,2008,27,89,41,70,70
All,051989,2009,27,93,56,81,85
All,051989,2010,22,91,45,82,82
All,051989,2011,28,89,46,71,75
All,051989,2012,35,83,54,77,80
All,051989,2013,23,96,48,78,78
All,051989,2014,28,100,82,93,93
All,051989,2015,23,96,52,65,70
All,051989,2016,16,88,38,56,56
All,051989,2017,35,91,54,74,77
All,051989,2018,32,91,69,81,81
All,051989,2019,18,94,56,78,78
All,051989,2020,22,73,41,55,
All,051989,2021,21,95,67,,
All,051989,2022,23,87,,,
All,051989,2023,21,76,,,
All,051989,2024,25,100,,,
All,051994,1999,15,100,60,80,87
All,051994,2000,27,96,44,70,78
All,051994,2001,24,96,42,75,75
All,051994,2002,28,96,54,79,82
All,051994,2003,16,81,69,75,75
All,051994,2004,21,100,57,95,95
All,051994,2005,21,86,52,76,76
All,051994,2006,25,100,64,72,80
All,051994,2007,20,90,45,75,80
All,051994,2008,22,100,50,68,77
All,051994,2009,18,94,78,78,78
All,051994,2010,11,64,36,45,45
All,051994,2011,25,100,64,92,92
All,051994,2012,11,91,55,73,73
All,051994,2013,11,82,64,73,91
All,051994,2014,19,89,47,84,84
All,051994,2015,14,86,43,64,71
All,051994,2017,12,83,58,75,75
All,051994,2018,18,89,61,67,78
All,051994,2020,15,87,60,73,
All,051994,2021,19,58,42,,
All,051994,2022,19,79,,,
All,051994,2023,14,71,,,
All,051994,2024,19,95,,,
All,052000,1999,18,94,39,83,83
All,052000,2000,10,80,50,60,80
All,052000,2001,11,100,64,91,91
All,052000,2002,13,85,62,85,85
All,052000,2003,14,86,57,71,71
All,052000,2005,21,86,38,81,86
All,052000,2006,14,93,43,64,64
All,052000,2007,21,76,29,57,67
All,052000,2008,14,93,57,71,71
All,052000,2009,19,84,53,63,68
All,052000,2010,23,96,61,83,83
